,CH,CU,FC,FF,FT,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_FT,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
7125,0,0,1,0,0,0,0,1,2,0,0,0,0,2,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.9,1.0,-0.10355833333333332,0.8736666666666666,-0.481,3.317
7126,0,0,1,0,0,0,0,1,1,0,0,0,0,2,13,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.1,12.0,0.750925,1.6892333333333331,0.925,2.869
7127,0,0,0,1,0,0,0,0,1,0,0,0,0,2,13,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.1,5.0,0.675775,1.4943,0.122,2.468
7128,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.7,5.0,1.14755,0.5210666666666666,0.059,2.334
7129,1,0,0,0,0,0,0,1,1,1,1,0,2,1,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,93.2,12.0,1.3409916666666668,1.0069666666666663,0.414,3.987
7130,0,0,0,0,1,0,0,1,0,1,1,0,2,1,9,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.4,13.0,-0.3777166666666665,-0.8434666666666666,-1.375,1.878
7131,0,1,0,0,0,0,0,0,0,1,1,0,2,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.7,11.0,0.7272666666666665,1.3753333333333333,-0.49,3.587
7132,0,0,0,1,0,0,0,1,2,1,1,0,1,1,8,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.9,13.0,0.21930833333333327,0.8636333333333331,-0.86,1.119
7133,0,0,1,0,0,0,0,1,2,1,1,0,1,1,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.2,11.0,0.7453583333333333,1.4799666666666669,-0.898,2.497
7134,0,0,0,1,0,0,0,1,1,1,1,0,1,1,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.9,12.0,1.093275,0.6457666666666666,0.6970000000000001,3.397
7135,1,0,0,0,0,0,0,0,1,0,1,1,1,1,8,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.0,6.0,1.3507333333333331,1.103,0.4,2.115
7136,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.7,4.0,0.7286583333333332,1.6992666666666667,-0.36,2.644
7137,0,0,0,1,0,1,0,1,2,0,1,1,0,1,7,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.8,13.0,1.5330416666666669,1.1431333333333331,-0.465,1.3090000000000002
7138,0,0,0,0,1,1,0,0,2,0,1,1,0,1,7,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.4,1.0,0.7982416666666666,1.5473333333333332,-0.402,3.1460000000000004
7139,0,0,0,1,0,1,0,0,2,0,1,1,0,1,7,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.2,11.0,-0.6922333333333331,-0.7603333333333331,-1.027,3.116
7140,0,1,0,0,0,1,0,0,1,0,1,1,0,1,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.4,7.0,0.027258333333333332,1.0901,-0.51,2.11
7141,0,0,1,0,0,1,0,0,0,0,1,1,0,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.9,14.0,1.2032166666666668,0.9955,0.679,1.296
7142,1,0,0,0,0,0,0,3,2,0,1,0,0,1,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.5,5.0,0.9819416666666668,0.37056666666666654,0.049,2.485
7143,1,0,0,0,0,0,0,3,1,0,1,0,0,1,6,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.6,4.0,0.6702083333333332,1.5631,-0.753,2.247
7144,0,0,0,1,0,0,0,3,0,0,0,1,0,1,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.5,12.0,0.6855166666666666,1.5358666666666667,0.243,3.809
7145,0,0,0,1,0,0,0,2,0,0,0,1,0,1,6,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.1,13.0,1.2171333333333332,1.3409333333333333,-1.039,2.018
7146,0,0,0,1,0,0,0,1,0,0,0,1,0,1,6,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.4,12.0,1.2073916666666669,1.2191,1.254,2.2
7147,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.9,12.0,0.5268666666666666,1.6376333333333333,1.632,3.9
7148,0,0,0,1,0,1,0,3,1,0,0,0,0,1,5,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.2,13.0,0.7564916666666666,1.7580333333333331,-1.349,2.465
7149,0,0,0,1,0,1,0,2,1,0,0,0,0,1,5,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.2,5.0,0.9610666666666668,1.6304666666666667,-0.002,2.806
7150,0,0,0,1,0,1,0,2,0,0,0,0,0,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.9,13.0,0.4892916666666666,1.203333333333333,-0.4,0.389
7151,1,0,0,0,0,1,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.0,13.0,1.2881083333333332,1.361,-1.249,1.569
7152,0,0,0,1,0,0,1,1,1,0,0,0,0,8,57,3,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,3.0,0.5547,1.9486666666666668,0.82,2.989
7153,0,0,0,1,0,0,1,1,0,0,0,0,0,8,57,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.4,3.0,-0.62265,-0.2945,0.8170000000000001,3.4410000000000003
7154,0,1,0,0,0,0,1,0,0,0,0,0,0,8,57,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96.3,6.0,0.6479416666666666,1.6419333333333332,0.345,2.081
7155,0,0,0,1,0,1,1,1,2,1,1,1,2,7,53,4,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.1,9.0,1.1962583333333332,1.3825,0.289,1.439
7156,1,0,0,0,0,1,1,1,1,1,1,1,2,7,53,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.4,5.0,-0.04928333333333332,1.0643,-0.18600000000000005,2.293
7157,0,0,1,0,0,1,1,1,0,1,1,1,2,7,53,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.5,14.0,0.9652416666666668,1.0671666666666664,1.3330000000000002,1.962
7158,1,0,0,0,0,1,1,0,0,1,1,1,2,7,53,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.4,7.0,0.7606666666666666,1.8153666666666668,-0.325,1.818
7159,0,0,0,1,0,0,1,0,0,1,1,1,1,7,52,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.6,5.0,1.0403916666666668,1.5043333333333333,-0.001,2.569
7160,0,0,0,1,0,0,1,2,1,1,1,1,1,7,51,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.2,13.0,0.6479416666666666,1.8841666666666668,-0.02,0.76
7161,1,0,0,0,0,0,1,1,1,1,1,1,1,7,51,3,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.3,12.0,1.2087833333333329,1.4312333333333331,1.832,3.326
7162,0,0,0,1,0,0,1,0,1,1,1,1,1,7,51,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.8,11.0,1.185125,1.4713666666666667,-0.8859999999999999,2.644
7163,0,0,0,1,0,0,1,0,0,1,1,1,1,7,51,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91.5,2.0,-0.22045833333333328,1.5473333333333332,0.024,2.957
7164,0,0,1,0,0,0,1,0,0,1,1,1,1,7,50,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.7,14.0,0.6312416666666666,1.8626666666666667,1.231,2.1630000000000003
7165,0,0,0,1,0,0,1,3,1,0,1,1,1,7,49,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.6,13.0,0.7745833333333331,0.9123666666666664,-2.016,1.195
7166,1,0,0,0,0,0,1,2,1,0,1,1,1,7,49,4,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.1,14.0,0.750925,0.8894333333333331,1.102,1.044
7167,1,0,0,0,0,0,1,1,1,0,1,1,1,7,49,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.2,13.0,1.1739916666666668,0.6443333333333332,-1.422,0.944
7168,1,0,0,0,0,0,1,0,1,0,1,1,1,7,49,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.4,6.0,0.94715,1.3667333333333331,0.405,2.421
7169,0,0,0,1,0,0,1,0,0,0,1,1,1,7,49,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.3,13.0,-0.68945,-0.2429,-0.932,1.84
7170,0,1,0,0,0,0,1,0,0,0,1,0,1,7,48,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.9,6.0,1.1044083333333332,1.0155666666666665,0.5479999999999999,2.329
7171,1,0,0,0,0,0,1,0,0,0,0,1,0,7,47,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.3,5.0,1.3159416666666668,1.4255,0.133,2.485
7172,0,0,0,1,0,0,1,2,2,0,0,0,0,7,46,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.4,12.0,-0.3540583333333333,1.1804,0.911,4.409
7173,0,0,1,0,0,0,1,1,2,0,0,0,0,7,46,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.5,14.0,-0.618475,-0.3977,0.967,2.298
7174,0,1,0,0,0,0,1,0,2,0,0,0,0,7,46,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.4,14.0,0.8149416666666666,1.5759999999999998,0.815,1.128
7175,1,0,0,0,0,0,1,0,1,0,0,0,0,7,46,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.6,13.0,0.884525,1.5373,-0.6409999999999999,1.203
7176,1,0,0,0,0,0,1,0,0,0,0,0,0,7,46,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.3,2.0,1.0668333333333333,1.2234,0.193,3.159
7177,0,0,0,1,0,0,1,2,2,0,0,0,2,6,41,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.6,3.0,0.650725,1.6892333333333331,0.7240000000000001,2.907
7178,1,0,0,0,0,0,1,2,1,0,0,0,2,6,41,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.6,3.0,0.7036083333333332,2.033233333333333,0.491,3.082
7179,0,0,0,1,0,0,1,2,0,0,0,0,2,6,41,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.3,12.0,0.5908833333333332,1.8813,0.358,3.903
7180,0,0,0,1,0,0,1,1,0,0,0,0,2,6,41,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.8,13.0,0.3348166666666666,2.3285,-0.312,1.19
7181,0,0,0,1,0,0,1,0,0,0,0,0,2,6,41,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.6,8.0,0.6702083333333332,1.7021333333333333,0.247,1.941
7182,0,0,0,1,0,1,1,0,0,0,0,0,1,6,40,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.2,2.0,0.4113583333333333,1.6376333333333333,-0.095,3.124
7183,0,0,0,1,0,0,1,0,2,0,0,0,0,6,39,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.0,9.0,0.9318416666666663,1.5387333333333333,0.809,1.716
7184,1,0,0,0,0,0,1,0,1,0,0,0,0,6,39,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.1,6.0,0.7328333333333332,1.7379666666666669,0.68,2.675
7185,0,0,0,1,0,0,1,0,0,0,0,0,0,6,39,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.6,5.0,1.0891,1.7265,0.208,2.527
7186,0,0,0,1,0,0,1,2,0,0,0,0,2,5,32,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.5,13.0,1.1058,1.2133666666666665,-0.063,0.6970000000000001
7187,1,0,0,0,0,0,1,1,0,0,0,0,2,5,32,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.4,11.0,0.5894916666666666,2.0590333333333333,-0.418,3.613
7188,0,0,0,1,0,0,1,0,0,0,0,0,2,5,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.4,6.0,0.43501666666666655,1.5158,0.655,2.7310000000000003
7189,1,0,0,0,0,0,1,0,0,0,0,0,1,5,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.6,12.0,0.6827333333333332,1.6204333333333332,0.47,4.12
7190,0,0,0,1,0,0,1,0,2,0,0,0,0,5,30,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.7,4.0,0.36265,1.9042333333333328,-0.708,2.061
7191,0,0,0,1,0,0,1,0,1,0,0,0,0,5,30,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.2,6.0,0.5268666666666666,2.0131666666666668,0.383,2.076
7192,0,0,0,1,0,0,1,0,0,0,0,0,0,5,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91.1,13.0,-0.2803,1.1832666666666665,-0.388,1.251
7193,0,0,1,0,0,0,1,1,1,0,0,1,1,4,25,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.8,11.0,0.300025,1.7895666666666667,-1.515,2.903
7194,0,0,0,1,0,0,1,0,1,0,0,1,1,4,25,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.7,12.0,1.01395,1.5215333333333332,1.083,2.8160000000000003
7195,0,0,0,1,0,0,1,0,0,0,0,1,1,4,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.7,13.0,-0.8815,-0.2658333333333333,-0.038,0.939
7196,0,1,0,0,0,0,1,2,2,0,0,0,1,4,24,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.6,4.0,-0.7910416666666666,-0.3504,-0.536,2.549
7197,0,1,0,0,0,0,1,2,1,0,0,0,1,4,24,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.8,6.0,-0.12721666666666664,1.3194333333333332,0.722,2.8160000000000003
7198,0,0,1,0,0,0,1,2,0,0,0,0,1,4,24,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.2,12.0,1.0223,1.7451333333333332,1.556,2.827
7199,0,0,0,1,0,0,1,1,0,0,0,0,1,4,24,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.6,14.0,1.260275,1.6849333333333332,0.682,1.474
7200,0,0,0,1,0,0,1,0,0,0,0,0,1,4,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.5,5.0,0.6896916666666666,1.4527333333333332,-0.265,2.124
7201,1,0,0,0,0,0,1,1,2,0,0,0,0,4,23,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.0,12.0,-0.014491666666666663,1.4197666666666668,1.401,2.971
7202,0,0,1,0,0,0,1,1,2,0,0,0,0,4,23,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.2,6.0,-0.084075,1.1832666666666665,0.71,2.818
7203,0,0,1,0,0,0,1,1,1,0,0,0,0,4,23,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.5,14.0,-0.17175,1.0858,0.643,1.318
7204,0,0,1,0,0,0,1,0,1,0,0,0,0,4,23,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84.9,6.0,0.859475,1.246333333333333,0.76,2.681
7205,1,0,0,0,0,0,1,0,0,0,0,0,0,4,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.8,14.0,1.009775,1.49,0.983,2.062
7206,0,0,0,1,0,0,1,1,1,0,1,0,2,3,19,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.3,14.0,0.8733916666666666,1.0442333333333331,0.069,0.965
7207,1,0,0,0,0,0,1,1,0,0,1,0,2,3,19,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.2,14.0,0.8942666666666667,1.1517333333333333,0.674,1.463
7208,1,0,0,0,0,0,1,0,0,0,1,0,2,3,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.9,4.0,-0.3248333333333333,1.2735666666666663,-0.377,2.056
7209,0,0,1,0,0,1,1,0,0,0,1,0,1,3,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.5,12.0,0.6729916666666667,1.9128333333333327,1.616,2.678
7210,1,0,0,0,0,0,1,1,2,0,1,0,0,3,17,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.7,13.0,-0.543325,-0.5439,-2.749,-0.464
7211,0,1,0,0,0,0,1,0,2,0,0,1,0,3,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.9,14.0,1.1197166666666667,1.2148,1.15,0.794
7212,1,0,0,0,0,0,1,0,1,0,0,1,0,3,17,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.8,12.0,0.8232916666666666,1.5545,0.982,2.92
7213,0,0,0,1,0,0,1,0,0,0,0,1,0,3,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.2,5.0,0.09266666666666663,1.2936333333333332,-0.081,2.015
7214,0,0,0,1,0,0,1,0,0,0,0,0,0,3,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.7,12.0,0.984725,1.3151333333333333,1.27,2.484
7215,1,0,0,0,0,0,1,1,2,0,0,1,2,2,11,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.3,9.0,0.03004166666666666,1.2907666666666668,0.797,1.598
7216,0,0,1,0,0,0,1,1,2,0,0,1,2,2,11,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.3,13.0,0.8399916666666666,1.8698333333333328,-0.831,1.409
7217,0,0,0,1,0,0,1,0,2,0,0,1,2,2,11,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.8,9.0,1.0000333333333329,1.8239666666666667,0.465,2.091
7218,0,0,0,1,0,0,1,0,1,0,0,1,2,2,11,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.9,12.0,1.0724,1.5788666666666669,0.939,2.883
7219,0,0,0,1,0,0,1,0,0,0,0,1,2,2,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.9,14.0,1.0724,2.086266666666667,1.006,2.04
7220,0,0,0,1,0,0,1,1,0,0,0,0,2,2,10,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.3,8.0,1.285325,1.3624333333333332,0.147,1.71
7221,0,0,0,1,0,0,1,0,0,0,0,0,2,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.9,6.0,1.0153416666666668,1.5846,0.469,2.757
7222,1,0,0,0,0,0,1,2,1,0,0,0,1,2,9,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.3,13.0,-0.6212583333333332,-0.5439,-2.192,1.472
7223,0,1,0,0,0,0,1,1,1,0,0,0,1,2,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.6,5.0,1.2073916666666669,0.9553666666666664,-0.031,2.569
7224,1,0,0,0,0,0,1,1,0,0,0,0,1,2,9,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.7,14.0,1.0612666666666668,1.6763333333333332,0.947,2.491
7225,0,0,0,1,0,0,1,0,0,0,0,0,1,2,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.4,5.0,0.684125,2.0289333333333333,0.16699999999999998,2.722
7226,0,0,0,1,0,0,1,0,0,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.5,5.0,-0.7993916666666666,-0.3016666666666666,0.266,2.739
7227,0,1,0,0,0,0,1,2,2,0,0,0,2,1,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.9,7.0,0.8942666666666667,1.0557,-0.696,1.865
7228,1,0,0,0,0,0,1,1,2,0,0,0,2,1,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.8,7.0,-0.97335,-0.2314333333333333,-0.799,2.142
7229,0,1,0,0,0,0,1,1,1,0,0,0,2,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.7,14.0,0.54635,2.123533333333333,0.83,1.893
7230,0,0,0,1,0,0,1,1,0,0,0,0,2,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.0,14.0,0.9040083333333332,2.0418333333333334,0.503,1.186
7231,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.3,8.0,0.6827333333333332,1.7967333333333333,-0.133,1.764
7232,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.0,6.0,-0.3610166666666666,1.1632,0.777,2.399
7233,0,0,1,0,0,1,1,0,2,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.1,13.0,-0.031191666666666663,1.663433333333333,-0.078,1.12
7234,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.1,2.0,0.700825,1.6806333333333332,0.024,3.386
7235,0,0,1,0,0,0,1,0,0,1,1,0,2,5,46,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.3,8.0,0.76345,1.2664,0.049,1.248
7236,1,0,0,0,0,1,1,2,2,1,1,0,1,5,45,6,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.3,8.0,1.14755,1.0385,0.09,1.527
7237,1,0,0,0,0,1,1,2,2,1,1,0,1,5,45,5,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.8,11.0,-0.15505,0.7790666666666666,-0.975,3.2960000000000003
7238,0,0,1,0,0,1,1,2,1,1,1,0,1,5,45,4,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.3,13.0,0.6242833333333332,1.6018,-1.4069999999999998,2.0380000000000003
7239,0,0,0,1,0,1,1,1,1,1,1,0,1,5,45,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.8,13.0,-0.8912416666666666,-0.273,-2.858,0.398
7240,0,1,0,0,0,1,1,0,1,0,1,1,1,5,45,2,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.8,7.0,0.7384,1.8583666666666667,-0.604,1.62
7241,0,0,0,1,0,1,1,0,0,0,1,1,1,5,45,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.3,2.0,1.0334333333333332,1.2821666666666665,-0.145,3.067
7242,0,0,0,1,0,0,1,1,1,0,0,1,1,5,44,3,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.9,13.0,0.8316416666666666,1.3309,-1.484,2.517
7243,0,0,0,1,0,0,1,0,1,0,0,1,1,5,44,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.1,14.0,0.7829333333333331,1.2563666666666664,0.401,1.472
7244,1,0,0,0,0,0,1,0,0,0,0,1,1,5,44,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.1,13.0,-0.02840833333333333,1.0141333333333329,-0.836,1.815
7245,0,0,1,0,0,1,1,0,1,0,0,0,1,5,43,2,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.5,5.0,-0.5822916666666667,-0.9509666666666668,-0.254,2.611
7246,0,1,0,0,0,1,1,0,0,0,0,0,1,5,43,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.2,5.0,0.6145416666666667,1.1388333333333331,0.024,2.914
7247,1,0,0,0,0,0,1,2,2,0,0,0,0,5,42,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.2,9.0,0.5574833333333332,1.574566666666667,0.309,2.085
7248,1,0,0,0,0,0,1,2,1,0,0,0,0,5,42,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.4,12.0,0.8246833333333331,1.3982666666666668,1.006,2.807
7249,1,0,0,0,0,0,1,1,1,0,0,0,0,5,42,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.3,12.0,-0.835575,-0.4837,1.453,3.842
7250,0,1,0,0,0,0,1,0,1,0,0,0,0,5,42,2,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.0,2.0,0.10519166666666664,1.6519666666666668,-0.17800000000000002,3.267
7251,0,0,0,1,0,0,1,0,0,0,0,0,0,5,42,1,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.4,13.0,0.9986416666666668,1.3438,-1.042,2.185
