,CH,CU,FC,FF,FT,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_FT,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
0,0,0,0,0,1,0,1,2,2,0,0,0,2,7,57,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.5,13.0,0.867825,1.1875666666666664,-0.087,1.425
1,1,0,0,0,0,0,1,2,1,0,0,0,2,7,57,4,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.3,7.0,0.5616583333333331,1.1288,-0.45,2.103
2,0,0,1,0,0,0,1,2,0,0,0,0,2,7,57,3,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.7,13.0,-0.4570416666666666,-0.42636666666666656,-1.329,0.988
3,0,1,0,0,0,0,1,1,0,0,0,0,2,7,57,2,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.9,11.0,-0.267775,-0.058,-0.146,3.765
4,0,1,0,0,0,0,1,0,0,0,0,0,2,7,57,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.9,5.0,1.0724,1.7451333333333332,-0.07,2.482
5,0,0,0,1,0,0,1,2,2,0,0,0,1,7,56,5,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,94.4,7.0,1.2895,1.5473333333333332,-0.435,2.264
6,0,0,0,0,1,0,1,2,1,0,0,0,1,7,56,4,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.8,14.0,1.048741666666667,1.8540666666666668,1.341,2.005
7,0,0,0,1,0,0,1,1,1,0,0,0,1,7,56,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.3,14.0,1.118325,1.2449,0.855,1.213
8,1,0,0,0,0,0,1,0,1,0,0,0,1,7,56,2,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.9,8.0,0.959675,1.8010333333333333,-0.105,2.251
9,0,0,0,1,0,0,1,0,0,0,0,0,1,7,56,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.2,9.0,0.976375,1.8354333333333333,0.343,1.7919999999999998
10,0,0,0,1,0,0,1,3,2,0,0,0,0,7,55,6,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.2,12.0,1.1392,1.6978333333333333,0.912,2.507
11,0,0,0,1,0,0,1,3,1,0,0,0,0,7,55,5,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.0,13.0,-0.1327833333333333,-0.3547,-1.453,0.652
12,0,1,0,0,0,0,1,2,1,0,0,0,0,7,55,4,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.8,14.0,1.3117666666666667,1.7437,1.557,2.069
13,0,0,0,0,1,0,1,1,1,0,0,0,0,7,55,3,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.6,4.0,1.3173333333333332,1.1001333333333332,-0.394,2.283
14,1,0,0,0,0,0,1,1,0,0,0,0,0,7,55,2,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78.6,13.0,-0.07433333333333332,-0.2916333333333333,-0.4970000000000001,0.725
15,0,1,0,0,0,0,1,0,0,0,0,0,0,7,55,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.1,8.0,1.135025,0.9381666666666664,0.033,1.7719999999999998
16,1,0,0,0,0,0,1,3,2,0,0,0,2,6,51,8,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.6,13.0,-0.024233333333333332,-0.3332,-2.955,-1.182
17,0,1,0,0,0,0,1,2,2,0,0,0,2,6,51,7,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.6,6.0,-0.2803,0.0036333333333333326,0.619,2.5980000000000003
18,0,1,0,0,0,0,1,2,2,0,0,0,2,6,51,6,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.4,1.0,0.9708083333333332,1.8082,-0.626,2.988
19,0,0,0,1,0,0,1,2,2,0,0,0,2,6,51,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.0,4.0,0.934625,1.8712666666666669,-0.317,2.545
20,0,0,0,1,0,0,1,2,1,0,0,0,2,6,51,4,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.3,5.0,1.0250833333333331,1.7551666666666668,-0.245,2.54
21,0,0,0,1,0,0,1,2,0,0,0,0,2,6,51,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.0,12.0,1.1211083333333332,1.3022333333333331,1.177,2.687
22,1,0,0,0,0,0,1,1,0,0,0,0,2,6,51,2,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.4,13.0,0.6549,1.4642,-1.54,1.294
23,0,0,0,1,0,0,1,0,0,0,0,0,2,6,51,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.6,14.0,1.1614666666666669,1.4097333333333333,0.27,1.2
24,1,0,0,0,0,0,1,1,0,0,0,0,1,6,50,2,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,14.0,1.009775,1.9157,1.315,2.146
25,0,0,0,1,0,0,1,0,0,0,0,0,1,6,50,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.9,8.0,1.243575,1.4728,0.254,2.237
26,1,0,0,0,0,0,1,2,1,0,0,0,0,6,49,4,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,3.0,0.8692166666666666,1.9343333333333328,0.8290000000000001,3.007
27,0,0,0,1,0,0,1,1,1,0,0,0,0,6,49,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.4,7.0,1.0946666666666671,1.3495333333333333,-0.65,1.803
28,1,0,0,0,0,0,1,0,1,0,0,0,0,6,49,2,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.6,8.0,0.21930833333333327,-0.1540333333333333,0.08800000000000001,2.192
29,0,1,0,0,0,0,1,0,0,0,0,0,0,6,49,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77.5,13.0,-0.21489166666666665,-0.6385,-0.316,1.296
30,0,1,0,0,0,0,1,0,2,0,0,1,2,5,44,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.6,13.0,-0.006141666666666667,-0.5295666666666666,-1.0490000000000002,1.393
31,0,1,0,0,0,0,1,0,1,0,0,1,2,5,44,2,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.7,4.0,1.1461583333333332,1.8741333333333328,-0.645,3.092
32,0,0,0,1,0,0,1,0,0,0,0,1,2,5,44,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.1,13.0,1.4133583333333333,1.4971666666666668,-1.392,2.33
33,0,0,0,0,1,0,1,1,2,0,0,1,1,5,43,4,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.1,13.0,1.3924833333333333,1.4828333333333332,-1.9,2.449
34,0,0,0,0,1,0,1,0,2,0,0,1,1,5,43,3,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.3,6.0,0.78015,1.3094,0.71,2.48
35,0,0,0,1,0,0,1,0,1,0,0,1,1,5,43,2,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.7,1.0,-0.5461083333333332,-0.5080666666666666,-0.381,3.374
36,0,1,0,0,0,0,1,0,0,0,0,1,1,5,43,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.1,9.0,1.3423833333333333,1.2778666666666665,0.564,2.151
37,1,0,0,0,0,0,1,1,1,0,0,0,1,5,42,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83.4,8.0,1.41475,1.6319,0.177,2.291
38,1,0,0,0,0,0,1,1,0,0,0,0,1,5,42,2,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.8,9.0,-0.5989916666666666,-0.7675,0.8059999999999999,2.251
39,0,1,0,0,0,0,1,0,0,0,0,0,1,5,42,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.5,11.0,1.0320416666666667,1.6104,-0.946,3.5860000000000003
40,0,0,0,1,0,0,1,2,2,0,0,0,0,5,41,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83.2,8.0,1.19765,1.6132666666666668,0.08900000000000001,1.996
41,1,0,0,0,0,0,1,2,1,0,0,0,0,5,41,4,5,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.1,7.0,0.9555,1.662,-0.404,1.6969999999999998
42,0,0,0,1,0,0,1,2,0,0,0,0,0,5,41,3,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.4,8.0,0.06900833333333332,-0.11103333333333333,-0.041,1.383
43,0,1,0,0,0,0,1,1,0,0,0,0,0,5,41,2,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.6,13.0,0.5783583333333332,1.405433333333333,-2.07,0.885
44,0,0,0,1,0,0,1,0,0,0,0,0,0,5,41,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.4,2.0,1.4537166666666668,1.0643,0.027000000000000003,3.024
45,0,0,0,0,1,0,1,0,2,0,0,1,1,4,35,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.5,8.0,1.0403916666666668,0.9869,0.019,1.884
46,1,0,0,0,0,0,1,0,1,0,0,1,1,4,35,2,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.1,6.0,-0.3832833333333333,-0.4607666666666666,0.426,2.805
47,0,1,0,0,0,0,1,0,0,0,0,1,1,4,35,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.6,4.0,1.03065,1.6032333333333333,-0.404,2.643
48,0,0,0,1,0,0,1,1,1,0,0,0,1,4,34,3,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.0,6.0,1.1823416666666668,1.3108333333333333,0.55,2.45
49,1,0,0,0,0,0,1,1,0,0,0,0,1,4,34,2,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.2,1.0,0.2596666666666666,1.3352,-0.8,3.268
50,0,0,1,0,0,0,1,0,0,0,0,0,1,4,34,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.9,13.0,-0.2399416666666666,-0.2787333333333333,-0.62,1.187
51,0,1,0,0,0,0,1,0,2,0,0,0,0,4,33,3,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.1,8.0,0.9791583333333332,1.662,-0.019,1.768
52,1,0,0,0,0,0,1,0,1,0,0,0,0,4,33,2,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.4,9.0,1.0167333333333333,1.6992666666666667,0.29600000000000004,1.893
53,0,0,0,1,0,0,1,0,0,0,0,0,0,4,33,1,5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.1,13.0,0.9207083333333332,1.4283666666666668,-0.978,1.881
54,0,0,0,1,0,0,1,0,1,0,1,0,2,3,27,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.0,9.0,1.3256833333333329,0.7375,0.3,1.54
55,1,0,0,0,0,0,1,0,0,0,1,0,2,3,27,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.1,9.0,1.4732,0.8292333333333329,0.598,1.713
56,1,0,0,0,0,0,1,1,0,1,1,0,1,3,26,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.9,12.0,1.38135,0.5898666666666667,1.358,2.497
57,1,0,0,0,0,0,1,0,0,1,1,0,1,3,26,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.0,13.0,0.4266666666666665,1.0800666666666665,-1.128,2.4290000000000003
58,0,0,0,1,0,0,1,0,2,0,0,1,1,3,25,4,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.4,3.0,1.0557,1.6376333333333333,0.324,3.726
59,0,0,0,0,1,0,1,0,2,0,0,1,1,3,25,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.6,5.0,0.742575,1.259233333333333,0.005,2.7
60,0,0,0,1,0,0,1,0,1,0,0,1,1,3,25,2,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.4,6.0,1.1392,1.3939666666666668,0.514,2.948
61,1,0,0,0,0,0,1,0,0,0,0,1,1,3,25,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83.0,9.0,1.0654416666666668,1.5473333333333332,0.422,1.84
62,1,0,0,0,0,0,1,0,2,0,0,1,0,3,24,3,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.8,7.0,0.7077833333333332,1.2950666666666668,-0.805,1.863
63,0,0,0,1,0,0,1,0,1,0,0,1,0,3,24,2,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.4,1.0,-0.3234416666666666,-0.3891,-0.305,3.12
64,0,1,0,0,0,0,1,0,0,0,0,1,0,3,24,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.9,4.0,0.8733916666666666,1.727933333333333,-0.545,3.112
65,0,0,0,1,0,0,1,2,1,0,0,0,0,3,23,4,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.0,13.0,0.7286583333333332,1.3008,-1.014,1.932
66,0,0,0,1,0,0,1,2,0,0,0,0,0,3,23,3,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.3,11.0,0.5185166666666666,1.3251666666666668,-0.242,3.873
67,0,0,1,0,0,0,1,1,0,0,0,0,0,3,23,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.6,14.0,1.3382083333333332,0.8220666666666666,1.251,2.644
68,1,0,0,0,0,0,1,0,0,0,0,0,0,3,23,1,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.5,8.0,1.4509333333333332,0.8091666666666666,-0.09,1.88
69,1,0,0,0,0,0,1,3,2,0,0,0,2,2,17,8,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.3,13.0,-0.484875,-0.1626333333333333,-1.256,0.654
70,0,1,0,0,0,0,1,2,2,0,0,0,2,2,17,7,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.2,7.0,0.07596666666666665,0.8751,-0.797,2.446
71,0,0,1,0,0,0,1,2,2,0,0,0,2,2,17,6,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.1,6.0,1.0543083333333332,1.7838333333333332,0.306,2.599
72,0,0,0,1,0,0,1,2,2,0,0,0,2,2,17,5,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.6,14.0,1.4258833333333332,0.9367333333333332,0.457,0.728
73,1,0,0,0,0,0,1,1,2,0,0,0,2,2,17,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83.5,14.0,1.3966583333333331,1.0428,0.505,1.473
74,1,0,0,0,0,0,1,1,1,0,0,0,2,2,17,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.1,8.0,1.3159416666666668,1.1789666666666665,0.262,2.039
75,1,0,0,0,0,0,1,1,0,0,0,0,2,2,17,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.5,13.0,-0.04371666666666666,-0.7847,-0.7070000000000001,1.37
76,0,1,0,0,0,0,1,0,0,0,0,0,2,2,17,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91.0,4.0,0.608975,1.318,-0.389,2.564
77,0,0,0,1,0,0,1,0,0,1,0,0,1,2,16,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.2,4.0,0.333425,1.0958333333333332,-0.632,2.852
78,0,0,1,0,0,0,1,0,1,0,0,1,1,2,15,2,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.9,3.0,0.842775,1.6161333333333332,0.35200000000000004,3.125
79,0,0,0,1,0,0,1,0,0,0,0,1,1,2,15,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.9,4.0,1.2115666666666671,1.6892333333333331,-0.482,2.377
80,0,0,0,1,0,0,1,1,0,0,0,0,1,2,14,2,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.1,11.0,0.8219,1.6075333333333333,-0.563,4.232
81,0,0,0,1,0,0,1,0,0,0,0,0,1,2,14,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.1,4.0,1.6889083333333332,1.0929666666666664,-0.516,2.62
82,0,0,0,0,1,0,1,0,2,0,0,0,0,2,13,3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.6,11.0,0.06205,1.2836,-1.491,2.865
83,0,0,1,0,0,0,1,0,1,0,0,0,0,2,13,2,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.3,2.0,0.8372083333333333,1.8010333333333333,-0.172,3.212
84,0,0,0,1,0,0,1,0,0,0,0,0,0,2,13,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,93.4,5.0,1.442583333333333,1.2778666666666665,-0.249,2.169
85,0,0,0,0,1,0,1,2,0,0,0,1,2,1,6,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.2,14.0,1.168425,1.6419333333333332,1.276,2.023
86,0,0,0,0,1,0,1,1,0,0,0,1,2,1,6,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.5,13.0,0.6938666666666666,1.0700333333333332,-0.653,1.222
87,0,0,0,0,1,0,1,0,0,0,0,1,2,1,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.7,8.0,-0.13,-0.19846666666666665,-0.235,1.876
88,0,1,0,0,0,0,1,0,2,0,1,0,2,1,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,5.0,1.0167333333333333,1.5817333333333332,-0.198,2.891
89,0,0,0,0,1,0,1,0,1,0,1,0,2,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.8,14.0,-0.042325,-0.5912,0.008,1.139
90,0,1,0,0,0,0,1,0,0,0,1,0,2,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.6,13.0,0.959675,1.9501,-1.065,2.297
91,0,0,0,1,0,0,1,2,0,0,1,0,1,1,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.1,14.0,1.3340333333333332,0.8679333333333331,0.222,0.406
92,1,0,0,0,0,0,1,1,0,0,1,0,1,1,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,1.0,1.0320416666666667,1.540166666666667,-0.617,3.678
93,0,0,0,0,1,0,1,0,0,0,1,0,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,93.8,4.0,1.293675,1.194733333333333,-0.5479999999999999,3.0580000000000003
94,0,0,0,0,1,0,1,2,2,0,1,0,0,1,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.2,13.0,-0.27195,-0.4464333333333333,-0.8,0.392
95,0,1,0,0,0,0,1,1,2,0,0,1,0,1,3,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.6,3.0,0.2318333333333333,1.0127,0.65,3.537
96,0,0,1,0,0,0,1,1,2,0,0,1,0,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.5,1.0,1.3062,1.469933333333333,-0.82,3.15
97,0,0,0,0,1,0,1,1,1,0,0,1,0,1,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.3,12.0,1.352125,1.3552666666666668,0.883,2.818
98,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.2,13.0,1.3757833333333331,1.5975,-1.161,2.196
99,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.8,5.0,0.6395916666666666,1.9400666666666668,-0.275,2.998
100,0,0,0,1,0,0,1,3,2,0,0,0,0,1,2,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.8,9.0,0.9555,1.8899,0.8190000000000001,2.112
101,0,0,0,1,0,0,1,3,1,0,0,0,0,1,2,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.3,11.0,-0.20515,1.1015666666666664,-1.994,3.579
102,0,0,1,0,0,0,1,2,1,0,0,0,0,1,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.4,14.0,1.1962583333333332,1.0886666666666664,0.621,0.6629999999999999
103,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.4,11.0,1.043175,1.6032333333333333,-1.575,3.661
104,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.2,5.0,0.926275,1.5688333333333333,-0.231,3.047
105,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92.4,7.0,1.2505333333333333,1.5960666666666667,-0.326,1.783
106,0,1,0,0,0,0,0,1,2,0,0,0,2,7,51,9,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94.4,11.0,1.0696166666666669,1.5029,-0.573,3.938
107,0,0,0,0,1,0,0,0,2,0,0,0,2,7,51,8,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.3,13.0,-0.150875,-0.8047666666666666,-1.179,1.638
108,0,1,0,0,0,0,0,0,2,0,0,0,2,7,51,7,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.9,6.0,-0.6003833333333332,-0.3647333333333333,0.679,2.447
109,0,1,0,0,0,0,0,0,2,0,0,0,2,7,51,6,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.1,14.0,-0.4333833333333333,-0.6929666666666666,0.236,1.199
110,0,1,0,0,0,0,0,0,2,0,0,0,2,7,51,5,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.9,6.0,0.11493333333333333,1.1746666666666663,0.411,2.208
111,0,0,1,0,0,0,0,0,2,0,0,0,2,7,51,4,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.9,2.0,1.135025,1.662,0.029,3.273
112,0,0,0,0,1,0,0,0,2,0,0,0,2,7,51,3,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.8,13.0,0.258275,0.9467666666666664,-1.285,2.229
113,0,0,1,0,0,0,0,0,1,0,0,0,2,7,51,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.1,4.0,0.433625,1.0614333333333332,-0.313,2.842
114,0,0,1,0,0,0,0,0,0,0,0,0,2,7,51,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,91.0,7.0,0.6270666666666666,0.7389333333333331,-0.285,1.594
115,0,0,0,0,1,0,0,3,2,0,0,1,0,7,50,6,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.7,11.0,0.4948583333333332,0.9023333333333332,-1.634,3.1260000000000003
116,0,0,0,0,1,0,0,2,2,0,0,1,0,7,50,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.6,14.0,1.2867166666666667,1.2234,0.226,1.263
117,1,0,0,0,0,0,0,2,1,0,0,1,0,7,50,4,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.7,5.0,1.3590833333333332,1.2520666666666664,0.124,2.5810000000000004
118,0,0,0,0,1,0,0,2,0,0,0,1,0,7,50,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.8,2.0,1.4008333333333332,1.1933,-0.173,3.573
119,0,0,0,0,1,0,0,1,0,0,0,1,0,7,50,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.7,13.0,-0.150875,-0.5797333333333332,-0.917,0.767
120,0,1,0,0,0,0,0,0,0,0,0,1,0,7,50,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,91.5,1.0,1.0056,1.2664,-0.354,3.259
121,0,0,0,0,1,1,0,0,2,0,0,0,0,7,49,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.4,3.0,1.4398,1.3667333333333331,0.67,3.282
122,0,0,0,0,1,1,0,0,1,0,0,0,0,7,49,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.5,5.0,-0.8007833333333331,-0.5582333333333332,-0.225,2.504
123,0,1,0,0,0,1,0,0,0,0,0,0,0,7,49,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.9,9.0,0.5435666666666666,1.2836,0.496,1.957
124,0,0,0,1,0,0,0,2,2,0,0,0,2,6,41,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.6,11.0,0.9165333333333332,1.7781,-0.882,4.033
125,0,0,0,1,0,0,0,1,2,0,0,0,2,6,41,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,93.3,8.0,1.3869166666666668,0.9754333333333332,-0.218,2.194
126,0,0,0,0,1,0,0,1,1,0,0,0,2,6,41,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.9,9.0,1.3256833333333329,0.6314333333333332,0.278,1.983
127,1,0,0,0,0,0,0,1,0,0,0,0,2,6,41,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.4,12.0,-0.7312,-0.5453333333333332,1.089,4.63
