,CH,CU,FC,FF,SI,batter,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_SI,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
18798,0,0,1,0,0,150093,0,1,0,0,0,0,0,0,4,32,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.5,13.0,-0.534975,-0.8463333333333329,-0.529,1.35
18799,0,1,0,0,0,407781,0,1,0,2,1,0,0,2,3,25,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.6,12.0,0.6980416666666666,1.4025666666666667,0.6990000000000001,4.177
18800,0,0,0,1,0,407781,0,1,0,2,1,0,0,2,3,25,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.7,4.0,0.11075833333333332,1.0743333333333331,-0.7929999999999999,2.311
18801,0,0,1,0,0,407781,0,1,0,1,1,0,0,2,3,25,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.9,13.0,-0.1787083333333333,0.9969333333333332,-1.279,1.59
18802,0,0,1,0,0,407781,0,1,0,0,1,0,0,2,3,25,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91.8,5.0,1.3883083333333333,0.3963666666666665,-0.032,2.276
18803,0,0,0,0,1,150289,1,1,0,0,1,1,0,1,3,24,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93.9,8.0,1.5246916666666668,0.7102666666666666,-0.07,2.149
18804,0,0,0,0,1,133380,0,1,0,0,1,0,1,1,3,23,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.2,13.0,0.3473416666666666,1.2148,-0.903,1.863
18805,0,0,0,1,0,425557,0,1,3,2,0,1,0,1,3,22,7,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.2,14.0,0.88035,0.7747666666666666,1.665,2.623
18806,0,0,0,0,1,425557,0,1,3,2,0,1,0,1,3,22,6,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.4,9.0,0.2694083333333333,0.8593333333333331,0.632,2.122
18807,0,0,0,1,0,425557,0,1,3,1,0,1,0,1,3,22,5,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.4,12.0,0.575575,1.4455666666666669,1.364,3.0780000000000003
18808,0,0,0,1,0,425557,0,1,2,1,0,1,0,1,3,22,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.4,14.0,0.6521166666666666,1.0241666666666664,1.025,1.897
18809,0,0,0,1,0,425557,0,1,2,0,0,1,0,1,3,22,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.8,14.0,-0.40555,-1.3824,0.593,0.6609999999999999
18810,0,1,0,0,0,425557,0,1,1,0,0,1,0,1,3,22,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.6,13.0,0.09545,0.5941666666666666,-1.484,1.753
18811,0,0,0,1,0,425557,0,1,0,0,0,1,0,1,3,22,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.5,12.0,-0.6978,-0.9939666666666668,1.1740000000000002,2.847
18812,0,1,0,0,0,446381,0,1,1,2,0,0,0,1,3,21,5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.4,6.0,-0.4333833333333333,0.4967,0.635,2.126
18813,0,0,1,0,0,446381,0,1,1,2,0,0,0,1,3,21,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.5,13.0,-0.4542583333333333,-1.3093,-0.531,0.057
18814,0,1,0,0,0,446381,0,1,0,2,0,0,0,1,3,21,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.5,13.0,-0.20375833333333326,0.5841333333333332,-1.055,1.3430000000000002
18815,0,0,0,1,0,446381,0,1,0,1,0,0,0,1,3,21,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.5,4.0,0.391875,1.371033333333333,-0.495,2.404
18816,0,0,0,1,0,446381,0,1,0,0,0,0,0,1,3,21,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.6,5.0,-0.10773333333333332,0.5554666666666666,0.139,2.591
18817,0,0,1,0,0,516770,0,1,2,1,0,0,0,0,3,20,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.5,7.0,0.608975,1.0643,-0.299,1.77
18818,0,0,0,1,0,516770,0,1,1,1,0,0,0,0,3,20,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.7,13.0,0.004991666666666667,0.3032,-1.413,0.271
18819,0,0,1,0,0,516770,0,1,0,1,0,0,0,0,3,20,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.9,6.0,-0.5544583333333332,-0.7775333333333331,0.303,2.391
18820,0,1,0,0,0,516770,0,1,0,0,0,0,0,0,3,20,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91.1,1.0,-0.21489166666666665,0.9209666666666666,-0.523,3.033
18821,0,0,1,0,0,425542,0,1,1,1,1,0,0,2,2,16,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.3,6.0,-0.85645,-0.8936333333333333,0.341,2.2840000000000003
18822,0,1,0,0,0,425542,0,1,1,0,1,0,0,2,2,16,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.3,8.0,1.0779666666666667,0.6429,0.112,1.598
18823,0,0,0,0,1,425542,0,1,0,0,1,0,0,2,2,16,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.1,1.0,-0.3039583333333333,0.5755333333333332,-0.452,2.632
18824,0,0,1,0,0,407862,0,1,0,1,0,1,1,0,2,15,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.9,6.0,-0.7381583333333332,-1.3838333333333332,0.805,1.968
18825,0,1,0,0,0,407862,0,1,0,0,0,1,1,0,2,15,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.7,4.0,-0.0465,1.1044333333333332,-0.8009999999999999,2.6660000000000004
18826,0,0,0,1,0,150093,0,1,1,1,0,0,1,0,2,14,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.5,14.0,-0.006141666666666667,1.3065333333333329,0.882,2.614
18827,0,0,1,0,0,150093,0,1,1,0,0,0,1,0,2,14,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.3,13.0,1.31455,0.4952666666666666,-0.917,1.04
18828,1,0,0,0,0,150093,0,1,0,0,0,0,1,0,2,14,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.1,13.0,-0.3610166666666666,0.4823666666666666,-2.204,2.3680000000000003
18829,0,0,1,0,0,407781,0,1,0,0,0,0,0,0,2,13,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.8,4.0,-0.18149166666666666,0.7074,-0.775,2.544
18830,0,0,1,0,0,150289,1,1,3,2,0,1,1,2,1,5,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.5,8.0,-0.2803,0.38346666666666657,0.149,1.497
18831,0,0,1,0,0,150289,1,1,2,2,0,1,1,2,1,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8,11.0,0.3028083333333333,0.9023333333333332,-1.973,2.7960000000000003
18832,0,0,0,1,0,150289,1,1,1,2,0,1,1,2,1,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.7,4.0,0.684125,0.9840333333333332,-0.6890000000000001,2.21
18833,0,0,0,1,0,150289,1,1,1,2,0,1,1,2,1,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.0,12.0,-0.75625,-0.9767666666666668,0.725,3.359
18834,0,1,0,0,0,150289,1,1,1,1,0,1,1,2,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.3,1.0,0.07596666666666665,0.7231666666666665,-0.38,3.189
18835,0,0,1,0,0,150289,1,1,1,0,0,1,1,2,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.1,8.0,0.9527166666666664,0.5913,-0.075,1.541
18836,0,0,0,0,1,150289,1,1,0,0,0,1,1,2,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.6,7.0,-0.050675,0.9023333333333332,-0.363,1.796
18837,0,0,0,1,0,133380,0,1,0,2,0,0,1,2,1,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.6,4.0,0.07179166666666666,0.8550333333333331,-0.574,2.365
18838,0,0,0,1,0,133380,0,1,0,1,0,0,1,2,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.3,13.0,0.6201083333333332,1.4068666666666667,-1.4240000000000002,2.395
18839,0,0,0,1,0,133380,0,1,0,0,0,0,1,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.5,6.0,0.976375,0.7504,0.7859999999999999,2.972
18840,1,0,0,0,0,425557,0,1,1,0,0,0,0,2,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,14.0,0.6521166666666666,1.194733333333333,1.012,1.7719999999999998
18841,0,0,0,1,0,425557,0,1,0,0,0,0,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.6,8.0,1.2728,0.4809333333333332,-0.017,1.624
18842,1,0,0,0,0,446381,0,1,1,1,0,0,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.5,1.0,0.6952583333333332,1.6304666666666667,-0.6459999999999999,3.47
18843,0,0,0,1,0,446381,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.7,11.0,0.07318333333333332,1.4369666666666667,-1.094,2.57
18844,0,0,1,0,0,446381,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,91.6,6.0,1.0668333333333333,0.7719,0.562,2.888
18845,0,0,0,0,1,516770,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90.7,6.0,1.0737916666666667,1.3925333333333332,0.29600000000000004,2.734
18846,0,0,1,0,0,458731,1,0,2,0,0,1,1,2,6,55,3,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8,13.0,0.158075,1.4169,-0.7490000000000001,1.07
18847,0,0,0,1,0,458731,1,0,1,0,0,1,1,2,6,55,2,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.4,13.0,-0.22463333333333327,-0.21423333333333328,-1.245,0.619
18848,0,1,0,0,0,458731,1,0,0,0,0,1,1,2,6,55,1,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.0,13.0,0.009166666666666663,1.5459,-0.8420000000000001,0.855
18849,0,0,1,0,0,431145,0,0,3,1,0,0,1,2,6,54,5,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.0,14.0,-0.4250333333333333,-0.6112666666666666,0.894,1.3219999999999998
18850,0,1,0,0,0,431145,0,0,2,1,0,0,1,2,6,54,4,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.3,6.0,0.408575,2.093433333333333,0.73,2.266
18851,0,0,0,1,0,431145,0,0,2,0,0,0,1,2,6,54,3,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.7,12.0,0.46285,1.8798666666666668,1.38,2.3080000000000003
18852,0,0,0,1,0,431145,0,0,1,0,0,0,1,2,6,54,2,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.7,14.0,-0.6031666666666666,-0.4650666666666666,1.4380000000000002,1.665
18853,0,1,0,0,0,431145,0,0,0,0,0,0,1,2,6,54,1,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.8,3.0,-0.1244333333333333,1.2907666666666668,0.6809999999999999,3.306
18854,0,0,1,0,0,116662,0,0,3,2,0,0,1,1,6,53,6,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.5,3.0,0.583925,1.7824,0.522,2.837
18855,0,0,0,1,0,116662,0,0,3,1,0,0,1,1,6,53,5,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.8,11.0,-0.20793333333333328,1.0084,-0.377,3.798
18856,0,0,1,0,0,116662,0,0,2,1,0,0,1,1,6,53,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.1,14.0,1.4634583333333333,1.1474333333333333,0.076,1.203
18857,1,0,0,0,0,116662,0,0,1,1,0,0,1,1,6,53,3,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.6,1.0,-0.04371666666666666,1.0829333333333333,-0.615,3.196
18858,0,0,0,1,0,116662,0,0,1,0,0,0,1,1,6,53,2,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.5,12.0,1.3966583333333331,1.0815,2.079,2.585
18859,0,0,0,0,1,116662,0,0,0,0,0,0,1,1,6,53,1,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.7,14.0,1.3883083333333333,1.0141333333333329,0.851,0.91
18860,1,0,0,0,0,430897,0,0,3,1,0,0,0,1,6,52,5,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.3,14.0,1.2394,0.802,0.833,1.569
18861,1,0,0,0,0,430897,0,0,2,1,0,0,0,1,6,52,4,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.5,12.0,0.3779583333333333,2.006,1.383,2.531
18862,0,0,0,1,0,430897,0,0,2,0,0,0,0,1,6,52,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,9.0,1.2491416666666668,1.263533333333333,0.768,1.768
18863,1,0,0,0,0,430897,0,0,1,0,0,0,0,1,6,52,2,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.8,13.0,-0.150875,1.4169,-1.83,1.13
18864,0,0,1,0,0,430897,0,0,0,0,0,0,0,1,6,52,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76.0,13.0,-0.3958083333333333,-0.3891,-0.579,1.306
18865,0,1,0,0,0,429664,1,0,0,2,0,0,0,0,6,51,3,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.4,8.0,-0.5822916666666667,-0.5811666666666666,0.258,1.83
18866,0,1,0,0,0,429664,1,0,0,1,0,0,0,0,6,51,2,4,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.6,1.0,0.10936666666666664,1.1130333333333329,-0.371,3.033
18867,0,0,1,0,0,429664,1,0,0,0,0,0,0,0,6,51,1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.1,13.0,0.4405833333333333,1.2219666666666664,-1.028,1.65
18868,0,0,0,1,0,121347,0,0,1,2,0,0,1,2,5,47,4,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.0,11.0,0.6535083333333332,1.5917666666666668,-0.307,4.72
18869,0,0,0,1,0,121347,0,0,0,2,0,0,1,2,5,47,3,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.7,7.0,0.2652333333333333,1.4240666666666668,-0.503,2.153
18870,0,0,0,1,0,121347,0,0,0,1,0,0,1,2,5,47,2,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,14.0,1.3062,0.8464333333333331,0.959,1.893
18871,0,0,0,0,1,121347,0,0,0,0,0,0,1,2,5,47,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.6,14.0,1.5288666666666668,1.4713666666666667,0.923,2.3280000000000003
18872,1,0,0,0,0,407893,0,0,1,0,0,0,0,2,5,46,2,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.4,12.0,0.64655,2.1292666666666658,1.094,3.242
18873,0,0,0,1,0,407893,0,0,0,0,0,0,0,2,5,46,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76.9,13.0,-0.3248333333333333,-0.4708,-0.159,0.862
18874,0,1,0,0,0,434158,1,0,1,2,0,0,0,1,5,45,5,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.1,11.0,0.71335,1.7623333333333333,-0.234,3.996
18875,0,0,0,1,0,434158,1,0,0,2,0,0,0,1,5,45,4,4,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.5,9.0,-0.0298,1.3782,0.382,1.865
18876,0,0,1,0,0,434158,1,0,0,2,0,0,0,1,5,45,3,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.1,8.0,-0.631,0.0050666666666666655,-0.175,1.916
18877,0,1,0,0,0,434158,1,0,0,1,0,0,0,1,5,45,2,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74.4,4.0,-0.7172833333333332,-0.19416666666666665,-0.401,2.31
18878,0,1,0,0,0,434158,1,0,0,0,0,0,0,1,5,45,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.8,9.0,1.39805,1.2262666666666664,0.721,2.075
18879,1,0,0,0,0,116539,0,0,1,1,0,0,0,0,5,44,3,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.1,4.0,-0.5739416666666666,0.0882,-0.439,2.388
18880,0,1,0,0,0,116539,0,0,1,0,0,0,0,0,5,44,2,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.4,12.0,-0.464,-0.3289,1.97,3.537
18881,0,1,0,0,0,116539,0,0,0,0,0,0,0,0,5,44,1,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.6,11.0,-0.06876666666666666,1.1316666666666664,-1.494,2.72
18882,0,0,0,1,0,116539,0,0,1,1,0,0,1,2,4,39,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.3,9.0,1.3660416666666668,1.1273666666666664,0.486,1.924
18883,1,0,0,0,0,116539,0,0,1,0,0,0,1,2,4,39,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.6,12.0,-0.451475,-0.3231666666666666,2.384,3.422
18884,0,1,0,0,0,116539,0,0,0,0,0,0,1,2,4,39,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.3,11.0,0.041175,1.3151333333333333,-1.043,2.341
18885,0,0,1,0,0,458731,1,0,1,1,0,0,1,1,4,38,3,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.5,4.0,0.8316416666666666,1.6935333333333331,-0.8290000000000001,2.226
18886,0,0,0,1,0,458731,1,0,1,0,0,0,1,1,4,38,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.1,11.0,-0.4570416666666666,-0.5725666666666666,-1.167,2.761
18887,0,1,0,0,0,458731,1,0,0,0,0,0,1,1,4,38,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.7,13.0,1.3382083333333332,0.9826,-0.193,0.8029999999999999
18888,1,0,0,0,0,431145,0,0,3,2,0,0,0,1,4,37,6,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.4,12.0,-0.3610166666666666,1.1875666666666664,1.785,2.77
18889,0,0,1,0,0,431145,0,0,2,2,0,0,0,1,4,37,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.3,12.0,-0.2733416666666666,1.254933333333333,1.51,3.641
18890,0,0,1,0,0,431145,0,0,1,2,0,0,0,1,4,37,4,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87.1,5.0,1.2157416666666667,1.0829333333333333,-0.246,2.637
18891,1,0,0,0,0,431145,0,0,1,1,0,0,0,1,4,37,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.5,8.0,1.4133583333333333,1.1804,0.03,1.797
18892,1,0,0,0,0,431145,0,0,1,0,0,0,0,1,4,37,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.1,14.0,1.343775,0.8163333333333331,1.381,1.634
18893,0,0,0,0,1,431145,0,0,0,0,0,0,0,1,4,37,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.1,14.0,1.8127666666666669,1.1374,0.952,1.545
18894,1,0,0,0,0,116662,0,0,1,0,0,0,0,0,4,36,2,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.9,12.0,0.4238833333333333,1.9114,2.246,2.842
18895,0,0,0,1,0,116662,0,0,0,0,0,0,0,0,4,36,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.9,14.0,-0.10634166666666664,1.0700333333333332,1.065,2.013
18896,0,0,1,0,0,430897,0,0,2,2,0,0,0,2,3,31,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.8,13.0,-0.4528666666666666,-0.4478666666666665,-0.484,-0.07200000000000001
18897,0,1,0,0,0,430897,0,0,1,2,0,0,0,2,3,31,4,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.8,12.0,0.61315,1.6476666666666668,1.899,4.988
18898,0,0,0,1,0,430897,0,0,0,2,0,0,0,2,3,31,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.1,14.0,1.4732,1.0714666666666663,1.19,1.001
18899,1,0,0,0,0,430897,0,0,0,1,0,0,0,2,3,31,2,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.1,14.0,0.8024166666666666,1.8540666666666668,1.065,1.886
18900,0,0,0,1,0,430897,0,0,0,0,0,0,0,2,3,31,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91.0,4.0,0.3111583333333333,1.5502,-0.637,2.455
18901,0,0,0,1,0,429664,1,0,0,1,0,0,0,1,3,30,2,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.4,2.0,-0.39024166666666654,-0.6757666666666666,0.266,3.112
18902,0,1,0,0,0,429664,1,0,0,0,0,0,0,1,3,30,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.6,3.0,1.3382083333333332,1.3524,0.687,2.8560000000000003
18903,1,0,0,0,0,121347,0,0,1,0,0,0,0,0,3,29,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.5,12.0,1.418925,1.0729,2.992,3.0460000000000003
18904,0,0,0,0,1,121347,0,0,0,0,0,0,0,0,3,29,1,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.1,12.0,-0.1801,1.0585666666666664,1.345,2.801
18905,0,0,1,0,0,407893,0,0,1,2,0,0,0,2,2,21,5,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.0,7.0,0.7829333333333331,1.9544,-0.35100000000000003,1.661
18906,0,0,0,1,0,407893,0,0,0,2,0,0,0,2,2,21,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.8,13.0,-0.1703583333333333,-0.4579,-0.546,1.351
18907,0,1,0,0,0,407893,0,0,0,2,0,0,0,2,2,21,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.0,13.0,0.05230833333333332,1.216233333333333,-1.043,1.341
18908,0,0,1,0,0,407893,0,0,0,1,0,0,0,2,2,21,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92.8,5.0,1.477375,1.2621,-0.224,2.495
18909,0,0,0,0,1,407893,0,0,0,0,0,0,0,2,2,21,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.7,5.0,0.1372,1.233433333333333,-0.249,2.354
18910,0,0,0,1,0,434158,1,0,1,1,0,1,0,2,2,20,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.3,2.0,1.2115666666666671,0.9195333333333332,0.068,3.184
18911,1,0,0,0,0,434158,1,0,1,0,0,1,0,2,2,20,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91.5,13.0,0.3097666666666666,1.3524,-0.901,0.631
18912,0,0,0,1,0,434158,1,0,0,0,0,1,0,2,2,20,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.9,6.0,-0.226025,0.9840333333333332,0.78,2.69
18913,0,0,1,0,0,116539,0,0,3,2,0,0,1,1,2,19,8,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.5,14.0,-0.1703583333333333,0.9238333333333332,1.644,2.272
18914,0,0,1,0,0,116539,0,0,2,2,0,0,1,1,2,19,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.5,11.0,0.8887,1.7093,-0.337,3.998
18915,0,0,0,1,0,116539,0,0,2,2,0,0,1,1,2,19,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.1,3.0,0.050916666666666666,1.0786333333333329,0.3,3.083
18916,0,0,1,0,0,116539,0,0,2,2,0,0,1,1,2,19,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.7,11.0,0.0022083333333333334,0.9826,-0.075,4.21
18917,0,0,1,0,0,116539,0,0,1,2,0,0,1,1,2,19,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.1,9.0,-0.2900416666666666,-0.1626333333333333,0.498,1.946
18918,0,1,0,0,0,116539,0,0,1,1,0,0,1,1,2,19,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8,13.0,-0.008925,0.9596666666666664,-1.115,2.104
18919,0,0,0,1,0,116539,0,0,0,1,0,0,1,1,2,19,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.6,2.0,0.917925,1.7981666666666667,0.013,3.2310000000000003
18920,0,0,0,1,0,116539,0,0,0,0,0,0,1,1,2,19,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.4,5.0,0.61315,1.9157,0.13,2.239
