,CH,CU,FC,FF,SI,batter,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_SI,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
8607,0,0,1,0,0,518692,1,0,1,0,0,1,0,0,3,25,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.5,14.0,0.984725,0.7002333333333332,1.05,1.39
8608,0,0,0,0,1,518692,1,0,0,0,0,1,0,0,3,25,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.2,7.0,0.66325,1.6405,-0.376,1.813
8609,0,0,0,1,0,425834,0,0,0,0,0,0,0,0,3,24,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,93.3,9.0,0.9568916666666668,0.6816,0.371,1.474
8610,0,0,0,0,1,518792,1,0,1,1,1,1,0,2,2,19,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.3,1.0,0.625675,1.4197666666666668,-0.373,3.112
8611,0,0,0,1,0,518792,1,0,1,0,1,1,0,2,2,19,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,12.0,0.5185166666666666,1.4126,0.034,3.878
8612,0,0,0,1,0,518792,1,0,0,0,1,1,0,2,2,19,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.9,6.0,0.7815416666666666,0.8607666666666666,0.485,2.648
8613,0,0,0,1,0,421685,0,0,0,1,1,1,1,0,2,18,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.4,5.0,0.792675,1.5487666666666668,0.14300000000000002,2.954
8614,0,0,0,1,0,421685,0,0,0,0,1,1,1,0,2,18,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.0,12.0,-0.2816916666666666,0.6844666666666666,1.07,2.502
8615,0,0,1,0,0,543629,0,0,3,1,1,1,0,0,2,17,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87.9,12.0,-0.19123333333333328,0.8134666666666666,1.426,3.76
8616,0,0,1,0,0,543629,0,0,2,1,1,1,0,0,2,17,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.6,13.0,0.19286666666666666,0.9410333333333332,-1.1740000000000002,1.663
8617,0,0,0,1,0,543629,0,0,2,0,1,1,0,0,2,17,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.3,13.0,0.826075,1.4498666666666669,-1.115,1.453
8618,0,0,0,1,0,543629,0,0,1,0,1,1,0,0,2,17,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,14.0,0.517125,1.4226333333333332,0.439,1.167
8619,0,0,0,1,0,543629,0,0,0,0,1,1,0,0,2,17,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.3,8.0,0.5644416666666666,1.5473333333333332,0.228,1.745
8620,0,0,0,1,0,408042,0,0,2,0,0,0,1,0,2,16,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87.2,13.0,-0.11190833333333333,0.6500666666666666,-1.6030000000000002,2.043
8621,0,0,1,0,0,408042,0,0,1,0,0,0,1,0,2,16,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.8,7.0,0.725875,1.4011333333333331,-0.821,1.725
8622,0,0,0,1,0,408042,0,0,0,0,0,0,1,0,2,16,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.9,8.0,-0.20236666666666664,0.4221666666666665,0.17600000000000002,2.184
8623,0,0,1,0,0,592743,0,0,0,1,0,0,0,0,2,15,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.5,7.0,0.61315,1.2707,-0.52,1.5719999999999998
8624,0,0,0,1,0,592743,0,0,0,0,0,0,0,0,2,15,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89.4,6.0,-0.109125,0.7919666666666666,0.442,2.478
8625,0,0,1,0,0,453400,0,0,1,2,0,0,1,2,1,10,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.0,11.0,0.867825,1.3796333333333333,-0.062,3.866
8626,0,0,0,1,0,453400,0,0,1,2,0,0,1,2,1,10,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.5,8.0,-0.7840833333333331,-0.16836666666666664,0.003,1.6740000000000002
8627,0,1,0,0,0,453400,0,0,1,2,0,0,1,2,1,10,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.1,3.0,0.73005,1.3681666666666668,0.794,3.129
8628,0,0,0,1,0,453400,0,0,1,1,0,0,1,2,1,10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.9,8.0,1.38135,0.7203,0.115,1.761
8629,1,0,0,0,0,453400,0,0,1,0,0,0,1,2,1,10,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,8.0,0.6368083333333332,1.2062,0.102,1.5659999999999998
8630,0,0,0,1,0,453400,0,0,0,0,0,0,1,2,1,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.6,7.0,0.06205,0.7074,-0.407,2.097
8631,0,0,1,0,0,457708,0,0,2,1,0,0,0,2,1,9,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.2,11.0,-0.1453083333333333,0.4924,-1.881,2.65
8632,0,0,1,0,0,457708,0,0,1,1,0,0,0,2,1,9,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.2,3.0,0.8149416666666666,1.1245,0.421,3.179
8633,0,0,0,1,0,457708,0,0,1,0,0,0,0,2,1,9,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73.5,12.0,-1.1988,-0.42636666666666656,1.432,4.912
8634,0,1,0,0,0,457708,0,0,0,0,0,0,0,2,1,9,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.2,14.0,-0.3359666666666666,0.5411333333333332,0.925,1.763
8635,0,0,1,0,0,518692,1,0,2,2,0,0,0,1,1,8,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.7,5.0,0.8372083333333333,1.318,0.077,2.761
8636,0,0,0,1,0,518692,1,0,2,1,0,0,0,1,1,8,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.3,12.0,0.8288583333333333,1.1517333333333333,0.8109999999999999,3.803
8637,0,0,0,1,0,518692,1,0,1,1,0,0,0,1,1,8,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.8,13.0,-0.401375,0.6543666666666667,-1.025,2.384
8638,0,0,1,0,0,518692,1,0,1,0,0,0,0,1,1,8,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.8,2.0,0.61315,1.3624333333333332,0.266,3.466
8639,0,0,0,1,0,518692,1,0,0,0,0,0,0,1,1,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.6,5.0,0.09405833333333333,0.7231666666666665,-0.19,2.245
8640,0,0,1,0,0,425834,0,0,1,0,0,0,0,0,1,7,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.7,12.0,0.5101666666666665,1.4025666666666667,0.8540000000000001,3.846
8641,0,0,0,1,0,425834,0,0,0,0,0,0,0,0,1,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86.8,5.0,-0.1661833333333333,0.5827,0.236,2.335
8642,0,0,1,0,0,518792,1,0,1,2,0,0,0,0,1,6,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.5,13.0,-0.13974166666666665,0.5655,-1.042,1.945
8643,0,0,1,0,0,518792,1,0,1,1,0,0,0,0,1,6,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.6,13.0,0.08153333333333332,0.8579,-1.5019999999999998,1.6780000000000002
8644,0,0,1,0,0,518792,1,0,0,1,0,0,0,0,1,6,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.1,7.0,0.9081833333333332,1.3208666666666669,-0.5579999999999999,1.974
8645,0,0,0,0,1,430832,0,1,3,2,0,0,0,1,7,54,6,7,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89.9,14.0,1.3924833333333333,0.6572333333333332,0.4,1.361
8646,0,0,0,0,1,430832,0,1,3,1,0,0,0,1,7,54,5,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.4,14.0,1.3298583333333331,0.9281333333333333,1.791,2.6180000000000003
8647,1,0,0,0,0,430832,0,1,2,1,0,0,0,1,7,54,4,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.6,11.0,0.208175,0.7647333333333332,-0.8809999999999999,2.775
8648,0,0,1,0,0,430832,0,1,2,0,0,0,0,1,7,54,3,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.2,13.0,0.3222916666666666,0.9955,-1.618,0.835
8649,0,0,0,1,0,430832,0,1,1,0,0,0,0,1,7,54,2,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.3,14.0,1.4899,0.5425666666666666,0.5479999999999999,0.909
8650,1,0,0,0,0,430832,0,1,0,0,0,0,0,1,7,54,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89.2,12.0,1.2964583333333333,0.6787333333333332,0.941,2.577
8651,0,0,0,0,1,466320,0,1,1,1,0,0,0,0,7,53,3,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.8,14.0,1.2338333333333331,0.4565666666666666,1.307,2.421
8652,1,0,0,0,0,466320,0,1,0,1,0,0,0,0,7,53,2,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.7,6.0,-0.551675,-0.5869,0.76,2.434
8653,0,1,0,0,0,466320,0,1,0,0,0,0,0,0,7,53,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.9,4.0,0.08988333333333333,0.7145666666666666,-0.445,2.459
8654,0,0,1,0,0,408314,0,1,2,1,0,1,0,2,6,49,4,7,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.2,3.0,0.625675,1.3638666666666668,0.435,3.1210000000000004
8655,0,0,0,1,0,408314,0,1,2,0,0,1,0,2,6,49,3,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88.9,12.0,1.417533333333333,0.501,0.8540000000000001,4.017
8656,0,0,0,0,1,408314,0,1,1,0,0,1,0,2,6,49,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.9,12.0,0.775975,1.4083,0.532,4.297
8657,0,0,0,1,0,408314,0,1,0,0,0,1,0,2,6,49,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.6,8.0,0.8789583333333333,1.5717,0.256,2.262
8658,0,0,0,1,0,543238,1,1,3,2,0,0,0,2,6,48,7,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.5,4.0,0.876175,1.3739,-0.426,2.977
8659,0,0,0,1,0,543238,1,1,3,2,0,0,0,2,6,48,6,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74.6,13.0,-0.5085333333333332,-0.7904333333333331,-3.1710000000000003,-0.525
8660,0,1,0,0,0,543238,1,1,2,2,0,0,0,2,6,48,5,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.4,7.0,0.9234916666666664,1.5158,-0.591,2.18
8661,0,0,0,1,0,543238,1,1,2,1,0,0,0,2,6,48,4,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.1,13.0,1.1614666666666669,0.6414666666666666,-0.3,1.412
8662,0,0,0,0,1,543238,1,1,1,1,0,0,0,2,6,48,3,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.4,1.0,0.94715,1.4326666666666668,-0.328,3.167
8663,0,0,0,1,0,543238,1,1,1,0,0,0,1,1,6,48,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.1,13.0,1.026475,1.6878,-1.866,1.359
8664,0,0,0,1,0,543238,1,1,0,0,0,0,1,1,6,48,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,89.1,8.0,1.2616666666666667,0.5139,0.207,1.992
8665,0,0,0,0,1,607680,0,1,3,1,0,0,0,1,6,47,5,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88.7,12.0,1.2797583333333329,0.8177666666666666,1.654,3.557
8666,0,0,0,0,1,607680,0,1,2,1,0,0,0,1,6,47,4,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87.4,13.0,0.04813333333333332,0.8736666666666666,-2.3,0.679
8667,0,0,1,0,0,607680,0,1,1,1,0,0,0,1,6,47,3,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.0,14.0,1.5720083333333332,0.6701333333333332,0.941,2.008
8668,1,0,0,0,0,607680,0,1,1,0,0,0,0,1,6,47,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.4,12.0,0.5853166666666666,1.6777666666666669,1.106,3.395
8669,0,0,0,1,0,607680,0,1,0,0,0,0,0,1,6,47,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.3,13.0,0.06483333333333333,0.6228333333333332,-1.092,1.366
8670,0,0,1,0,0,476270,0,1,1,2,0,0,0,0,6,46,4,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.6,14.0,-0.21071666666666666,1.0628666666666664,1.241,2.494
8671,0,0,1,0,0,476270,0,1,0,2,0,0,0,0,6,46,3,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.0,13.0,0.2527083333333333,0.9095,-1.203,1.071
8672,0,0,1,0,0,476270,0,1,0,1,0,0,0,0,6,46,2,7,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.3,4.0,-0.03815,0.8349666666666666,-0.6559999999999999,2.3480000000000003
8673,0,0,1,0,0,476270,0,1,0,0,0,0,0,0,6,46,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,91.5,5.0,1.6290666666666669,1.0370666666666664,0.274,2.269
8674,0,0,0,0,1,425900,0,1,0,0,0,0,0,2,5,42,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.4,6.0,1.5678333333333332,1.0084,0.5720000000000001,2.109
8675,0,0,0,0,1,543434,0,1,0,1,0,0,0,1,5,41,2,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74.8,4.0,-0.7590333333333331,-0.4521666666666666,-0.639,2.733
8676,0,1,0,0,0,543434,0,1,0,0,0,0,0,1,5,41,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,91.2,4.0,1.4801583333333332,0.8407,-0.526,2.676
8677,0,0,0,0,1,429665,0,1,3,2,0,0,0,0,5,40,6,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.4,11.0,1.4342333333333332,0.8364,-1.165,3.313
8678,0,0,0,0,1,429665,0,1,2,2,0,0,0,0,5,40,5,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90.1,9.0,1.268625,0.7475333333333329,0.5579999999999999,1.5490000000000002
8679,0,0,0,0,1,429665,0,1,2,1,0,0,0,0,5,40,4,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.7,14.0,1.502425,0.7719,0.364,1.129
8680,1,0,0,0,0,429665,0,1,1,1,0,0,0,0,5,40,3,7,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.7,7.0,0.5727916666666666,1.0614333333333332,-0.575,1.761
8681,0,0,0,1,0,429665,0,1,1,0,0,0,0,0,5,40,2,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.9,12.0,1.4342333333333332,0.6816,1.295,3.1060000000000003
8682,1,0,0,0,0,429665,0,1,0,0,0,0,0,0,5,40,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.8,6.0,-0.83975,-0.2644,0.742,2.268
8683,0,1,0,0,0,430832,0,1,2,2,0,0,0,2,4,34,5,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.6,1.0,0.88035,1.2864666666666669,-0.395,3.035
8684,0,0,0,1,0,430832,0,1,2,1,0,0,0,2,4,34,4,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.6,13.0,1.5302583333333333,0.7762,-0.32,0.627
8685,1,0,0,0,0,430832,0,1,1,1,0,0,0,2,4,34,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.6,8.0,1.3423833333333333,0.8364,0.1,1.753
8686,1,0,0,0,0,430832,0,1,1,0,0,0,0,2,4,34,2,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.2,13.0,1.254708333333333,0.7547,-0.611,0.909
8687,0,0,0,0,1,430832,0,1,0,0,0,0,0,2,4,34,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,90.4,7.0,1.3910916666666668,0.7016666666666665,-0.436,2.127
8688,0,0,0,0,1,466320,0,1,0,0,0,0,0,1,4,33,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.0,14.0,1.3340333333333332,1.2004666666666663,0.027000000000000003,1.314
8689,1,0,0,0,0,408314,0,1,0,1,0,0,0,0,4,32,2,7,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.4,13.0,0.9151416666666666,1.6663,-1.108,2.455
8690,0,0,0,1,0,408314,0,1,0,0,0,0,0,0,4,32,1,7,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.1,9.0,0.05648333333333332,1.0514,0.7,2.217
8691,0,0,1,0,0,543238,1,1,3,2,0,0,0,2,3,28,8,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.1,14.0,1.293675,1.0198666666666665,1.348,1.886
8692,0,0,0,0,1,543238,1,1,2,2,0,0,0,2,3,28,7,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.3,5.0,-0.047891666666666666,0.9152333333333332,0.098,2.41
8693,0,0,1,0,0,543238,1,1,2,2,0,0,0,2,3,28,6,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.9,11.0,0.7411833333333331,1.4556,-0.194,3.851
8694,0,0,0,1,0,543238,1,1,2,2,0,0,0,2,3,28,5,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.8,13.0,-0.06459166666666666,0.7575666666666666,-1.534,1.7280000000000002
8695,0,0,1,0,0,543238,1,1,1,2,0,0,0,2,3,28,4,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.6,5.0,-0.593425,-0.5353,0.239,2.449
8696,0,1,0,0,0,543238,1,1,1,1,0,0,0,2,3,28,3,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.4,7.0,1.0334333333333332,1.5487666666666668,-0.5489999999999999,1.992
8697,0,0,0,1,0,543238,1,1,1,0,0,0,0,2,3,28,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.7,13.0,1.126675,1.5186666666666668,-1.07,1.609
8698,0,0,0,1,0,543238,1,1,0,0,0,0,0,2,3,28,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,90.5,7.0,1.3256833333333329,0.8235,-0.34,1.879
8699,0,0,0,0,1,607680,0,1,0,0,0,0,0,1,3,27,1,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,91.1,1.0,1.4370166666666668,0.9080666666666666,-0.303,3.032
8700,0,0,0,0,1,476270,0,1,1,2,0,0,0,0,3,26,5,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.0,14.0,0.8539083333333333,1.727933333333333,2.256,1.99
8701,0,0,0,1,0,476270,0,1,0,2,0,0,0,0,3,26,4,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.2,9.0,-0.6978,-0.4966,0.373,1.742
8702,0,1,0,0,0,476270,0,1,0,2,0,0,0,0,3,26,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.6,7.0,-0.601775,-0.3446666666666666,-0.657,1.636
8703,0,1,0,0,0,476270,0,1,0,1,0,0,0,0,3,26,2,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90.9,14.0,1.4036166666666667,1.017,1.016,2.262
8704,0,0,0,0,1,476270,0,1,0,0,0,0,0,0,3,26,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.3,9.0,0.041175,1.0413666666666663,0.456,2.031
8705,0,0,1,0,0,425900,0,1,2,2,0,0,1,2,2,20,5,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.7,13.0,0.3696083333333333,1.0571333333333333,-1.446,1.861
8706,0,0,0,1,0,425900,0,1,2,1,0,0,1,2,2,20,4,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.3,12.0,0.8149416666666666,1.6663,1.785,3.067
8707,0,0,0,1,0,425900,0,1,1,1,0,0,1,2,2,20,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.9,9.0,1.5288666666666668,0.6171,0.738,1.664
8708,1,0,0,0,0,425900,0,1,1,0,0,0,1,2,2,20,2,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.0,12.0,1.1962583333333332,0.7059666666666666,1.2919999999999998,3.66
8709,0,0,0,0,1,425900,0,1,0,0,0,0,1,2,2,20,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.3,14.0,-0.6588333333333332,-0.14686666666666665,0.282,1.1840000000000002
8710,0,1,0,0,0,543434,0,1,1,2,1,0,1,1,2,19,5,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,11.0,0.7940666666666666,1.6204333333333332,-0.927,3.103
8711,0,0,0,1,0,543434,0,1,1,2,1,0,1,1,2,19,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.7,12.0,1.6235,0.931,1.311,2.631
8712,1,0,0,0,0,543434,0,1,1,1,1,0,1,1,2,19,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92.0,6.0,1.2964583333333333,0.7647333333333332,0.8109999999999999,2.439
8713,0,0,0,0,1,543434,0,1,1,0,1,0,1,1,2,19,2,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.3,13.0,0.20260833333333328,1.0413666666666663,-2.144,1.6769999999999998
8714,0,0,0,1,0,543434,0,1,0,0,1,0,1,1,2,19,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92.3,6.0,1.2296583333333333,1.0055333333333332,0.7040000000000001,2.269
8715,0,0,0,0,1,429665,0,1,1,0,1,0,1,1,2,18,2,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.2,14.0,1.3660416666666668,0.7217333333333332,1.039,1.855
8716,0,0,0,0,1,429665,0,1,0,0,1,0,1,1,2,18,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92.7,9.0,1.3799583333333332,0.9052,0.633,2.149
8717,0,0,0,0,1,430832,0,1,0,0,0,1,1,1,2,17,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.0,14.0,-0.22045833333333328,1.0456666666666663,1.198,2.408
8718,0,0,1,0,0,466320,0,1,3,2,0,1,0,1,2,16,6,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,12.0,0.7384,1.7093,1.337,2.6
8719,0,0,0,1,0,466320,0,1,2,2,0,1,0,1,2,16,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.6,13.0,-0.0465,0.7948333333333331,-0.038,1.45
8720,0,0,1,0,0,466320,0,1,1,2,0,0,1,1,2,16,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.9,6.0,0.7203083333333332,1.5430333333333333,0.5870000000000001,2.59
8721,0,0,0,1,0,466320,0,1,1,1,0,0,1,1,2,16,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.0,7.0,1.7237,0.7547,-0.378,2.031
8722,1,0,0,0,0,466320,0,1,1,0,0,0,1,1,2,16,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.7,14.0,1.318725,0.8765333333333329,0.339,1.356
8723,0,0,0,0,1,466320,0,1,0,0,0,0,1,1,2,16,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.6,1.0,0.9248833333333332,1.475666666666667,-0.518,2.867
8724,0,0,0,1,0,408314,0,1,0,1,1,1,0,1,2,15,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.0,11.0,0.7662333333333331,1.5702666666666667,-0.833,3.534
8725,0,0,0,1,0,408314,0,1,0,0,1,1,0,1,2,15,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.7,2.0,0.8372083333333333,1.6577,-0.076,3.0580000000000003
8726,0,0,0,1,0,543238,1,1,0,0,0,1,1,0,2,14,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,90.4,9.0,1.0724,0.8134666666666666,0.44,1.79
8727,0,0,0,0,1,607680,0,1,1,1,0,0,1,0,2,13,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.0,13.0,0.10519166666666664,1.0499666666666665,-1.352,2.252
8728,0,0,1,0,0,607680,0,1,1,0,0,0,1,0,2,13,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.1,13.0,0.2930666666666666,1.2707,-1.935,2.376
8729,0,0,1,0,0,607680,0,1,0,0,0,0,1,0,2,13,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.2,5.0,1.2463583333333332,1.4398333333333333,-0.081,2.135
