,CH,CU,FF,SL,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FF,prev_SL,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_into_play,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
16846,0,0,1,0,0,0,1,1,0,0,0,1,5,40,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95.5,5.0,-1.002575,1.574566666666667,-0.226,2.611
16847,0,0,1,0,0,0,1,0,0,0,0,1,5,40,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95.4,13.0,-1.0832916666666663,1.5960666666666667,-1.408,1.093
16848,0,0,1,0,0,0,0,0,0,0,0,1,5,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16849,0,0,1,0,1,0,0,2,0,0,0,0,5,39,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95.4,3.0,-1.236375,1.3896666666666668,0.556,3.325
16850,0,0,1,0,1,0,0,1,0,0,0,0,5,39,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,94.5,2.0,-1.1347833333333333,1.6534,0.146,3.181
16851,0,0,1,0,1,0,0,0,0,0,0,0,5,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16852,0,0,0,1,0,0,1,2,1,1,1,2,4,34,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,91.2,14.0,-0.0033583333333333334,0.2788333333333333,1.397,1.3
16853,0,0,0,1,0,0,0,2,1,1,1,2,4,34,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,101.8,3.0,-1.445125,1.7093,0.522,2.975
16854,0,0,1,0,0,0,0,1,1,1,1,2,4,34,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,102.1,5.0,-1.3003916666666668,1.6419333333333332,0.012,2.382
16855,0,0,1,0,0,0,0,0,1,1,1,2,4,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
