,CH,CU,FF,SL,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FF,prev_SL,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_into_play,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
0,0,0,1,0,1,0,1,2,0,0,0,2,7,52,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,81.3,14.0,0.20539166666666664,-0.40486666666666654,0.136,1.003
1,0,1,0,0,1,0,1,1,0,0,0,2,7,52,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,94.5,12.0,-1.3393583333333332,1.7881333333333331,1.288,3.58
2,0,0,1,0,1,0,0,1,0,0,0,2,7,52,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.7,8.0,0.23044166666666666,-0.4693666666666666,0.187,1.909
3,0,1,0,0,1,0,0,0,0,0,0,2,7,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,0,1,0,0,1,2,0,0,0,1,7,51,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,81.6,14.0,0.2888916666666666,-0.7015666666666666,1.044,1.811
5,0,1,0,0,0,0,1,2,0,0,0,1,7,51,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.9,14.0,-0.960825,1.7451333333333332,1.118,2.67
6,0,0,1,0,0,0,1,1,0,0,0,1,7,51,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,89.7,9.0,-0.4946166666666666,1.0098333333333331,0.351,1.777
7,0,0,0,1,0,0,1,0,0,0,0,1,7,51,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,90.1,14.0,-0.3805,1.0514,0.177,1.458
8,0,0,0,1,0,0,0,0,0,0,0,1,7,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1,0,0,1,0,2,2,0,0,0,0,7,50,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,81.8,2.0,0.3946583333333333,-0.7603333333333331,-0.2,3.291
10,0,1,0,0,1,0,2,2,0,0,0,0,7,50,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.9,2.0,-1.34075,1.4083,-0.145,3.624
11,0,0,1,0,1,0,2,2,0,0,0,0,7,50,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95.3,12.0,-1.0554583333333332,1.4986,0.391,4.835
12,0,0,1,0,1,0,1,2,0,0,0,0,7,50,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.0,5.0,-1.503575,1.6548333333333332,0.135,2.267
13,0,0,1,0,1,0,1,1,0,0,0,0,7,50,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.6,11.0,-1.0791166666666665,1.6276,-0.41,4.315
14,0,0,1,0,1,0,0,1,0,0,0,0,7,50,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92.3,4.0,-1.3838916666666667,1.5129333333333332,-0.775,2.42
15,0,0,1,0,1,0,0,0,0,0,0,0,7,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,0,1,0,0,0,3,2,1,0,1,2,6,46,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,97.6,12.0,-0.9510833333333332,1.3481,0.53,4.395
17,0,0,1,0,0,0,2,2,1,0,1,2,6,46,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,82.3,14.0,0.851125,-0.6614333333333332,1.094,1.103
18,0,1,0,0,0,0,1,2,1,0,1,2,6,46,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,96.7,12.0,-1.4186833333333333,1.5502,1.215,3.985
19,0,0,1,0,0,0,0,2,1,0,1,2,6,46,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95.8,1.0,-1.0652,1.6677333333333333,-0.361,3.654
20,0,0,1,0,0,0,0,1,1,0,1,2,6,46,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,96.3,2.0,-1.2600333333333331,1.5917666666666668,0.09,3.535
21,0,0,1,0,0,0,0,0,1,0,1,2,6,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,1,0,0,0,0,1,2,1,0,0,1,6,44,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,97.3,12.0,-1.2516833333333333,1.7723666666666669,0.05,4.018
23,0,0,1,0,0,0,1,2,1,0,0,1,6,44,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,96.7,2.0,-1.446516666666667,1.5172333333333332,-0.275,3.524
24,0,0,1,0,0,0,1,2,1,0,0,1,6,44,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92.4,14.0,-0.4375583333333333,1.2406,0.923,1.8
25,0,0,1,0,0,0,1,2,1,0,0,1,6,44,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.5,14.0,-0.1620083333333333,1.662,2.098,1.164
26,0,0,0,1,0,0,0,2,1,0,0,1,6,44,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,96.0,2.0,-1.1250416666666665,1.7666333333333333,-0.227,3.915
27,0,0,1,0,0,0,0,1,1,0,0,1,6,44,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,91.0,5.0,-0.68945,0.9338666666666664,0.084,2.926
28,0,0,1,0,0,0,0,0,0,0,1,1,6,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,1,0,0,1,0,0,2,0,0,1,0,6,43,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.6,3.0,-0.4403416666666666,1.2606666666666664,0.519,3.361
30,0,0,1,0,1,0,0,1,0,0,1,0,6,43,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,90.2,14.0,-0.4208583333333333,0.9754333333333332,1.159,1.878
31,0,0,0,1,1,0,0,0,0,0,1,0,6,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,1,0,0,0,0,0,1,0,0,0,0,6,42,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90.0,14.0,-0.4751333333333332,1.1474333333333333,0.287,1.111
33,0,0,0,1,0,0,0,0,0,0,0,0,6,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,0,1,0,1,0,1,2,0,0,1,2,5,37,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,80.7,4.0,0.7105666666666666,-0.3117,-0.594,2.396
35,0,1,0,0,1,0,1,1,0,0,1,2,5,37,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,79.0,8.0,0.6215,-0.7560333333333331,0.205,1.556
36,0,1,0,0,1,0,1,0,0,0,1,2,5,37,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,79.6,11.0,0.7286583333333332,-0.5768666666666666,-1.119,3.361
37,0,1,0,0,1,0,0,0,0,0,1,2,5,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,0,0,1,0,0,0,1,0,0,0,2,5,36,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94.5,1.0,-0.9997916666666664,1.6018,-0.404,3.408
39,0,0,1,0,0,0,0,0,0,0,0,2,5,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,0,0,1,0,0,0,2,0,0,0,1,5,35,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.4,9.0,0.4266666666666665,-0.6069666666666667,0.571,1.894
41,0,1,0,0,0,0,0,1,0,0,0,1,5,35,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.8,2.0,0.3904833333333333,-0.5181,-0.216,3.244
42,0,1,0,0,0,0,0,0,0,0,0,1,5,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,0,1,0,1,0,0,2,0,0,0,0,5,34,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.8,2.0,-1.453475,1.4914333333333332,-0.145,3.54
44,0,0,1,0,1,0,0,2,0,0,0,0,5,34,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,93.6,12.0,-1.136175,1.49,0.585,3.738
45,0,0,1,0,1,0,0,1,0,0,0,0,5,34,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,93.0,11.0,-1.2725583333333332,1.4140333333333333,-1.202,2.909
46,0,0,1,0,1,0,0,0,0,0,0,0,5,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,0,0,0,0,0,2,2,0,0,0,2,4,29,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,87.0,4.0,-1.553675,0.7690333333333331,-0.622,2.633
48,1,0,0,0,0,0,2,1,0,0,0,2,4,29,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95.1,12.0,-1.3379666666666667,1.6820666666666668,1.237,3.138
49,0,0,1,0,0,0,1,1,0,0,0,2,4,29,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87.3,14.0,-1.8487083333333332,0.6844666666666666,0.443,0.742
50,1,0,0,0,0,0,0,1,0,0,0,2,4,29,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94.0,9.0,-1.4339916666666668,1.533,0.554,2.137
51,0,0,1,0,0,0,0,0,0,0,0,2,4,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,0,1,0,1,0,1,1,0,0,0,1,4,28,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.5,2.0,0.5240833333333332,-0.8191,-0.134,3.193
53,0,1,0,0,1,0,1,0,0,0,0,1,4,28,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.3,13.0,-1.0512833333333331,1.727933333333333,-0.818,1.354
54,0,0,1,0,1,0,0,0,0,0,0,1,4,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,0,1,0,0,0,0,0,0,0,0,0,4,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,0,1,0,1,0,1,2,0,0,1,2,3,23,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,95.8,2.0,-1.1083416666666663,1.3997,0.106,3.467
57,0,0,1,0,1,0,1,1,0,0,1,2,3,23,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.5,5.0,-0.57255,0.8908666666666666,0.138,2.99
58,0,0,1,0,1,0,1,0,0,0,1,2,3,23,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.1,11.0,-0.4960083333333332,0.9123666666666665,-0.587,3.735
59,0,0,1,0,1,0,0,0,0,0,1,2,3,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,1,0,0,0,0,0,1,0,0,1,1,3,22,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94.6,2.0,-1.228025,1.4584666666666668,-0.106,3.432
61,0,0,1,0,0,0,0,0,0,0,1,1,3,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,0,1,0,1,0,0,2,0,0,1,0,3,21,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,82.2,5.0,0.5407833333333332,-0.5482,-0.276,2.563
63,0,1,0,0,1,0,0,2,0,0,1,0,3,21,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.0,4.0,0.5435666666666666,-0.7531666666666667,-0.642,2.195
64,0,1,0,0,1,0,0,1,0,0,1,0,3,21,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94.1,13.0,-1.04015,1.3595666666666668,-1.016,2.324
65,0,0,1,0,1,0,0,0,0,0,1,0,3,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,0,1,0,0,0,0,1,0,0,0,0,3,20,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92.9,4.0,-0.9789166666666664,1.6878,-0.666,2.667
67,0,0,1,0,0,0,0,0,0,0,0,0,3,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,0,1,0,0,0,0,0,0,0,1,2,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,0,1,0,1,0,1,2,0,0,1,1,2,15,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,81.1,5.0,0.031433333333333334,-0.40056666666666657,-0.013,2.292
70,0,1,0,0,1,0,1,2,0,0,1,1,2,15,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,81.5,11.0,0.3598666666666666,-0.8019,-1.92,2.702
71,0,1,0,0,1,0,0,2,0,0,1,1,2,15,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95.2,1.0,-1.45765,1.1015666666666664,-0.727,3.442
72,0,0,1,0,1,0,0,2,0,0,1,1,2,15,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,95.1,14.0,-1.3825,1.246333333333333,0.85,2.002
73,0,0,1,0,1,0,0,1,0,0,1,1,2,15,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.9,4.0,0.709175,-0.6671666666666666,-0.388,2.445
74,0,1,0,0,1,0,0,0,0,0,1,1,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,1,0,0,0,0,1,1,0,0,0,1,2,14,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,90.9,2.0,-0.159225,0.812033333333333,0.221,3.606
76,0,0,0,1,0,0,1,0,0,0,0,1,2,14,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,94.6,11.0,-0.727025,1.6491,-0.069,3.917
77,0,0,1,0,0,0,0,0,0,0,0,1,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,0,1,0,1,0,3,2,0,0,0,0,2,13,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95.2,11.0,-1.2878666666666667,1.3051,-0.562,4.385
79,0,0,1,0,1,0,2,2,0,0,0,0,2,13,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.7,11.0,-0.9914416666666664,1.6132666666666668,-0.98,2.972
80,0,0,1,0,1,0,2,1,0,0,0,0,2,13,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,79.7,1.0,0.5393916666666666,-0.5152333333333332,-0.339,3.457
81,0,1,0,0,1,0,1,1,0,0,0,0,2,13,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,93.2,4.0,-1.069375,1.8254,-0.607,2.887
82,0,0,1,0,1,0,1,0,0,0,0,0,2,13,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.5,11.0,-1.0540666666666665,1.4885666666666668,-1.573,3.244
83,0,0,1,0,1,0,0,0,0,0,0,0,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,0,1,0,0,0,0,1,0,0,1,1,1,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91.5,14.0,-0.7715583333333333,1.2950666666666668,0.509,1.585
85,0,0,1,0,0,0,0,0,0,0,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0,1,0,1,0,3,2,1,0,1,0,1,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,96.4,14.0,-1.001183333333333,1.5917666666666668,1.011,2.373
87,0,0,1,0,1,0,3,1,1,0,1,0,1,6,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,96.6,12.0,-1.0485,1.405433333333333,0.681,4.217
88,0,0,1,0,1,0,2,1,1,0,1,0,1,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,90.7,3.0,-0.4208583333333333,1.0714666666666663,0.436,3.608
89,0,0,1,0,1,0,1,1,1,0,1,0,1,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95.7,2.0,-1.57455,1.5631,-0.052,3.838
90,0,0,1,0,1,0,1,0,1,0,1,0,1,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95.2,12.0,-1.077725,1.7164666666666668,1.311,3.72
91,0,0,1,0,1,0,0,0,1,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,0,1,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
93,0,0,1,0,1,0,3,2,0,0,0,0,1,4,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.3,4.0,-1.211325,1.4656333333333331,-0.6,2.575
94,0,0,1,0,1,0,3,2,0,0,0,0,1,4,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,93.6,8.0,-0.9956166666666664,1.6448,-0.198,1.75
95,0,0,1,0,1,0,3,2,0,0,0,0,1,4,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92.7,13.0,-0.8815,1.6763333333333332,-0.849,2.094
96,0,0,1,0,1,0,3,1,0,0,0,0,1,4,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.2,13.0,-0.6337833333333333,1.8454666666666668,-0.985,1.182
97,0,0,1,0,1,0,2,1,0,0,0,0,1,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,91.6,8.0,-0.777125,1.8211,-0.046,1.553
98,0,0,1,0,1,0,2,0,0,0,0,0,1,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,93.2,13.0,-1.1347833333333333,1.2606666666666664,-1.839,1.652
99,0,0,1,0,1,0,1,0,0,0,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.9,13.0,-1.3017833333333333,1.6562666666666668,-0.28,0.973
100,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,0,0,1,0,1,0,2,0,0,0,2,8,62,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88.8,9.0,-0.42781666666666657,0.7074,0.516,2.162
102,0,0,0,1,0,1,0,1,0,0,0,2,8,62,2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,90.1,9.0,-0.334575,0.9453333333333332,0.296,1.803
103,0,0,0,1,0,1,0,0,0,0,0,2,8,62,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,0,1,0,0,1,3,2,0,0,0,1,8,61,6,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,95.0,4.0,-1.3003916666666668,1.7021333333333333,-0.509,2.457
105,0,0,1,0,0,1,3,1,0,0,0,1,8,61,5,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92.7,8.0,-1.294825,1.7422666666666669,0.245,1.393
106,0,0,1,0,0,1,3,0,0,0,0,1,8,61,4,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,94.9,14.0,-1.244725,1.7723666666666669,0.928,2.211
107,0,0,1,0,0,1,2,0,0,0,0,1,8,61,3,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,89.0,14.0,-0.42781666666666657,0.6988,1.375,1.088
108,0,0,0,1,0,1,1,0,0,0,0,1,8,61,2,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78.2,14.0,0.6618583333333332,-0.8033333333333331,0.865,-0.451
109,0,1,0,0,0,1,0,0,0,0,0,1,8,61,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,1,0,0,0,1,2,2,0,0,0,0,8,60,6,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,96.1,14.0,-1.3713666666666668,1.5373,0.932,2.381
111,0,0,1,0,0,1,2,2,0,0,0,0,8,60,5,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94.5,5.0,-0.9984,1.705,0.212,2.4
112,0,0,1,0,0,1,2,1,0,0,0,0,8,60,4,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78.9,11.0,0.7954583333333333,-0.9939666666666668,-1.197,3.506
113,0,1,0,0,0,1,1,1,0,0,0,0,8,60,3,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,88.1,8.0,-0.17314166666666664,0.8005666666666666,0.011,1.75
114,0,0,0,1,0,1,1,0,0,0,0,0,8,60,2,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,93.3,14.0,-1.119475,1.7652,1.309,2.308
115,0,0,1,0,0,1,0,0,0,0,0,0,8,60,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
116,0,1,0,0,0,1,2,2,0,0,0,2,7,53,5,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,95.4,2.0,-1.0248416666666664,1.8741333333333332,0.226,3.037
117,0,0,1,0,0,1,2,1,0,0,0,2,7,53,4,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,96.2,14.0,-1.159833333333333,1.6319,1.539,2.023
118,0,0,1,0,0,1,1,1,0,0,0,2,7,53,3,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,90.0,12.0,0.0871,0.9582333333333332,1.301,2.601
119,0,0,0,1,0,1,0,1,0,0,0,2,7,53,2,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,94.5,9.0,-1.3811083333333332,1.662,0.786,1.854
120,0,0,1,0,0,1,0,0,0,0,0,2,7,53,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121,1,0,0,0,0,1,1,2,0,0,0,1,7,52,4,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.2,5.0,0.78015,-0.6370666666666666,-0.197,2.088
122,0,1,0,0,0,1,1,1,0,0,0,1,7,52,3,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95.6,12.0,-1.0652,1.7996,1.542,3.044
123,0,0,1,0,0,1,0,1,0,0,0,1,7,52,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,88.3,3.0,-0.167575,0.4766333333333332,0.311,3.088
124,0,0,0,1,0,1,0,0,0,0,0,1,7,52,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,1,0,0,1,1,1,2,0,0,0,0,7,51,6,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,88.6,13.0,-1.4882666666666668,0.8134666666666666,-1.045,0.098
126,1,0,0,0,1,1,0,2,0,0,0,0,7,51,5,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,80.3,14.0,0.9791583333333332,-0.9911,1.249,1.268
127,0,1,0,0,1,1,0,2,0,0,0,0,7,51,4,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,91.1,14.0,-0.3610166666666666,0.8650666666666667,1.325,1.339
128,0,0,0,1,1,1,0,2,0,0,0,0,7,51,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,79.3,8.0,0.9749833333333332,-0.7832666666666666,0.255,1.705
129,0,1,0,0,1,1,0,1,0,0,0,0,7,51,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,93.6,5.0,-1.286475,1.8153666666666668,-0.047,2.289
130,0,0,1,0,1,1,0,0,0,0,0,0,7,51,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131,0,0,0,1,1,1,3,2,0,1,1,2,6,46,6,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,97.2,12.0,-1.2127166666666664,1.4799666666666669,0.829,3.625
132,0,0,1,0,1,1,2,2,0,1,1,2,6,46,5,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,83.0,7.0,0.8706083333333333,-0.3805,-0.76,1.669
133,0,1,0,0,1,1,1,2,0,1,1,2,6,46,4,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82.1,4.0,0.6521166666666666,-0.8979333333333333,-0.763,2.254
134,0,1,0,0,1,1,1,1,0,1,1,2,6,46,3,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,97.3,3.0,-1.1500916666666663,1.8469,0.822,3.239
135,0,0,1,0,1,1,1,0,0,1,1,2,6,46,2,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,80.6,13.0,0.926275,-1.1631,-1.005,1.497
136,0,1,0,0,1,1,0,0,0,1,1,2,6,46,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,0,0,1,1,1,1,2,0,1,1,1,6,45,4,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,81.8,6.0,0.9819416666666668,-0.3948333333333333,0.624,2.083
138,0,1,0,0,1,1,1,1,0,1,1,1,6,45,3,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82.0,6.0,0.7397916666666666,-0.488,0.823,2.41
139,0,1,0,0,1,1,1,0,0,1,1,1,6,45,2,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,96.8,14.0,-1.1013833333333332,2.1436,1.489,1.65
140,0,0,1,0,1,1,0,0,0,1,1,1,6,45,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0,1,0,1,1,3,2,0,0,1,1,6,44,6,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,96.5,12.0,-1.1459166666666665,1.6161333333333332,0.611,3.643
142,0,0,1,0,1,1,3,1,0,0,1,1,6,44,5,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,95.3,8.0,-1.2433333333333332,1.8985,0.04,1.86
143,0,0,1,0,1,1,3,0,0,0,1,1,6,44,4,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,94.6,14.0,-0.9872666666666664,1.9572666666666667,1.261,2.333
144,0,0,1,0,1,1,2,0,0,0,1,1,6,44,3,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,96.5,12.0,-1.1139083333333333,1.8139333333333332,1.094,3.887
