,CH,CU,FC,FF,SL,batter,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_SL,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
1657,1,0,0,0,0,543590,1,0,1,0,0,0,1,2,6,41,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.3,9.0,-1.193233333333333,0.5956,0.35100000000000003,1.535
1658,1,0,0,0,0,543590,1,0,0,0,0,0,1,2,6,41,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.3,11.0,-1.2252416666666668,1.3524,-0.936,2.634
1659,0,0,0,1,0,431094,0,0,0,1,0,0,0,2,6,40,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.1,9.0,-0.2371583333333333,0.5640666666666666,0.444,1.834
1660,0,0,0,0,1,431094,0,0,0,0,0,0,0,2,6,40,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.8,13.0,-1.303175,1.5874666666666668,-0.863,2.237
1661,0,0,0,1,0,460075,0,0,1,0,0,0,0,1,6,39,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.4,14.0,-0.008925,0.6156666666666666,1.074,1.075
1662,0,0,0,0,1,460075,0,0,0,0,0,0,0,1,6,39,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,88.2,14.0,-0.03815,0.7188666666666667,1.111,0.885
1663,0,0,0,0,1,518960,0,0,1,2,0,0,0,0,6,38,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.1,14.0,-0.09520833333333333,0.6128,1.276,0.398
1664,0,0,0,0,1,518960,0,0,0,2,0,0,0,0,6,38,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.3,9.0,-1.172358333333333,1.6448,0.679,1.982
1665,0,0,0,1,0,518960,0,0,0,1,0,0,0,0,6,38,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.8,1.0,-1.172358333333333,1.5759999999999998,-0.7140000000000001,3.048
1666,0,0,0,1,0,518960,0,0,0,0,0,0,0,0,6,38,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.8,14.0,0.475375,-0.11103333333333333,0.243,1.004
1667,0,1,0,0,0,571697,1,0,1,2,0,1,0,2,5,34,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.6,11.0,-0.8787166666666666,1.3337666666666668,-0.036000000000000004,3.387
1668,0,0,0,1,0,571697,1,0,1,2,0,1,0,2,5,34,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96.2,11.0,-1.59125,1.3165666666666669,-0.55,3.55
1669,0,0,0,1,0,571697,1,0,1,2,0,1,0,2,5,34,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.0,4.0,-1.4047666666666667,1.3194333333333332,-0.8270000000000001,2.539
1670,0,0,0,1,0,571697,1,0,1,1,0,1,0,2,5,34,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.1,11.0,-1.5425416666666667,0.3978,-1.679,3.056
1671,1,0,0,0,0,571697,1,0,0,1,0,1,0,2,5,34,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.5,1.0,0.1525083333333333,-0.7402666666666666,-0.8220000000000001,2.9330000000000003
1672,0,1,0,0,0,571697,1,0,0,0,0,1,0,2,5,34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.4,11.0,-0.9329916666666664,1.5315666666666667,-0.928,3.993
1673,0,0,0,1,0,542340,1,0,0,2,0,1,0,1,5,33,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.4,14.0,-1.168183333333333,0.10826666666666664,0.192,0.968
1674,1,0,0,0,0,542340,1,0,0,1,0,1,0,1,5,33,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,88.4,2.0,-0.3025666666666666,0.6386,-0.181,2.8480000000000003
1675,0,0,0,0,1,542340,1,0,0,0,0,1,0,1,5,33,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91.9,6.0,-1.209933333333333,1.4742333333333333,0.733,2.869
1676,0,0,0,1,0,448855,0,0,0,1,0,0,1,0,5,32,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84.5,12.0,-0.09799166666666664,0.7102666666666666,1.42,3.358
1677,0,0,0,0,1,448855,0,0,0,0,0,0,1,0,5,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.1,13.0,-1.3727583333333333,0.0495,-0.505,1.018
1678,1,0,0,0,0,570717,1,0,2,2,0,0,0,0,5,31,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.7,14.0,0.06065833333333333,-0.3317666666666666,0.256,1.064
1679,0,1,0,0,0,570717,1,0,2,2,0,0,0,0,5,31,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.1,11.0,-0.8550583333333333,1.3667333333333331,-2.231,3.306
1680,0,0,0,1,0,570717,1,0,1,2,0,0,0,0,5,31,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.8,1.0,-1.2976083333333333,1.4341,-0.28300000000000003,3.438
1681,0,0,0,1,0,570717,1,0,1,2,0,0,0,0,5,31,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78.5,14.0,0.675775,-0.0924,0.5820000000000001,0.728
1682,0,1,0,0,0,570717,1,0,0,2,0,0,0,0,5,31,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.9,1.0,-0.5461083333333332,0.5110333333333332,-0.493,3.293
1683,0,0,1,0,0,570717,1,0,0,1,0,0,0,0,5,31,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.3,7.0,-1.1097333333333332,1.8125,-0.35200000000000004,1.721
1684,0,0,0,1,0,570717,1,0,0,0,0,0,0,0,5,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.7,8.0,-1.486875,1.6204333333333332,-0.114,2.008
1685,0,0,0,1,0,455117,0,0,2,1,0,0,0,0,5,30,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.9,14.0,-0.03954166666666666,0.7805,1.244,1.732
1686,0,0,0,0,1,455117,0,0,2,0,0,0,0,0,5,30,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,14.0,-0.41946666666666654,0.5354,0.598,0.7070000000000001
1687,0,0,0,0,1,455117,0,0,1,0,0,0,0,0,5,30,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.2,12.0,-1.5648083333333331,1.411166666666667,1.178,2.922
1688,0,0,0,1,0,455117,0,0,0,0,0,0,0,0,5,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.9,1.0,-1.07355,1.5717,-0.599,3.044
1689,0,0,0,1,0,543590,1,0,3,2,0,0,0,2,4,26,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.5,7.0,-1.403375,0.22866666666666666,-0.7859999999999999,1.594
1690,1,0,0,0,0,543590,1,0,3,2,0,0,0,2,4,26,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,88.6,6.0,-0.10773333333333332,0.8951666666666666,0.5579999999999999,2.59
1691,0,0,0,0,1,543590,1,0,3,1,0,0,0,2,4,26,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.7,11.0,-1.1473083333333332,1.540166666666667,-1.881,3.455
1692,0,0,0,1,0,543590,1,0,2,1,0,0,0,2,4,26,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.0,1.0,-1.0986,1.8239666666666667,-0.794,3.141
1693,0,0,0,1,0,543590,1,0,2,0,0,0,0,2,4,26,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.3,11.0,-1.1083416666666663,1.4398333333333333,-1.808,3.304
1694,0,0,0,1,0,543590,1,0,1,0,0,0,0,2,4,26,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.9,14.0,0.325075,-0.5080666666666666,0.4270000000000001,0.363
1695,0,1,0,0,0,543590,1,0,0,0,0,0,0,2,4,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88.1,7.0,-0.008925,0.6543666666666667,-0.28800000000000003,1.531
1696,0,0,0,0,1,431094,0,0,1,2,0,0,0,1,4,25,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.7,13.0,0.759275,-0.22283333333333327,-0.362,-0.313
1697,0,1,0,0,0,431094,0,0,0,2,0,0,0,1,4,25,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96.4,5.0,-1.4673916666666669,1.6218666666666668,-0.13699999999999998,2.136
1698,0,0,0,1,0,431094,0,0,0,2,0,0,0,1,4,25,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.9,7.0,-1.6636166666666667,0.4422333333333333,-0.334,2.048
1699,1,0,0,0,0,431094,0,0,0,1,0,0,0,1,4,25,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.1,5.0,-1.127825,2.162233333333333,0.189,2.028
1700,0,0,0,1,0,431094,0,0,0,0,0,0,0,1,4,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,87.5,9.0,-0.2441166666666666,0.8765333333333329,0.4920000000000001,1.695
1701,0,0,0,0,1,460075,0,0,2,0,0,0,0,0,4,24,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.0,14.0,-0.20654166666666665,0.7747666666666666,2.416,1.237
1702,0,0,0,0,1,460075,0,0,1,0,0,0,0,0,4,24,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.9,14.0,-1.2335916666666669,1.7437,0.18600000000000005,1.165
1703,0,0,0,1,0,460075,0,0,0,0,0,0,0,0,4,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.6,11.0,-1.353275,1.2535,-0.875,2.6460000000000004
1704,0,0,0,1,0,518960,0,0,0,0,0,1,1,2,3,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.7,11.0,-1.3713666666666668,0.1584333333333333,-0.912,2.491
1705,1,0,0,0,0,571697,1,0,2,2,0,0,1,2,3,19,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.7,11.0,-1.2224583333333332,1.6519666666666668,-0.7240000000000001,3.451
1706,0,0,0,1,0,571697,1,0,2,2,0,0,1,2,3,19,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.1,11.0,-0.9997916666666664,1.5244,-1.21,3.4810000000000003
1707,0,0,0,1,0,571697,1,0,1,2,0,0,1,2,3,19,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.3,13.0,-1.3157,0.0409,-1.2919999999999998,2.237
1708,1,0,0,0,0,571697,1,0,1,2,0,0,1,2,3,19,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.3,6.0,-0.3972,1.0370666666666664,0.564,2.611
1709,0,0,1,0,0,571697,1,0,1,2,0,0,1,2,3,19,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.9,11.0,-0.8912416666666666,1.4943,-2.088,4.331
1710,0,0,0,1,0,571697,1,0,0,2,0,0,1,2,3,19,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.3,14.0,0.31255,0.06096666666666666,0.448,1.181
1711,0,1,0,0,0,571697,1,0,0,1,0,0,1,2,3,19,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.7,2.0,-0.860625,1.8612333333333333,0.02,3.1710000000000003
1712,0,0,0,1,0,571697,1,0,0,0,0,0,1,2,3,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.1,4.0,-1.09025,1.2864666666666669,-0.8140000000000001,2.278
1713,0,0,0,1,0,542340,1,0,1,2,0,0,1,1,3,18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.1,13.0,-1.446516666666667,0.4752,-0.384,0.894
1714,1,0,0,0,0,542340,1,0,1,1,0,0,1,1,3,18,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.9,1.0,-1.2252416666666668,0.5182,-0.624,3.286
1715,1,0,0,0,0,542340,1,0,1,0,0,0,1,1,3,18,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.3,11.0,-1.0707666666666664,1.4914333333333332,-0.66,4.262
1716,0,0,0,1,0,542340,1,0,0,0,0,0,1,1,3,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.9,9.0,-1.1264333333333332,1.6247333333333331,0.44,2.025
1717,0,0,0,1,0,448855,0,0,0,2,0,0,0,1,3,17,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.8,12.0,-1.3184833333333332,1.7021333333333333,1.044,2.576
1718,0,0,0,1,0,448855,0,0,0,1,0,0,0,1,3,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.0,9.0,0.01195,0.7360666666666665,0.5589999999999999,1.912
1719,0,0,0,0,1,448855,0,0,0,0,0,0,0,1,3,17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.8,8.0,-1.0554583333333332,1.9329,-0.126,2.293
1720,0,0,0,1,0,570717,1,0,1,2,0,0,0,0,3,16,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.1,4.0,-1.2349833333333329,1.6218666666666668,-0.675,2.541
1721,0,0,0,1,0,570717,1,0,1,1,0,0,0,0,3,16,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,4.0,-1.0318,1.6835,-0.4320000000000001,2.779
1722,0,0,0,1,0,570717,1,0,1,0,0,0,0,0,3,16,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.4,13.0,0.4725916666666666,-0.5238333333333332,-0.145,1.346
1723,0,1,0,0,0,570717,1,0,0,0,0,0,0,0,3,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.7,6.0,-1.4047666666666667,1.3853666666666669,0.441,2.407
1724,0,0,0,1,0,455117,0,0,2,2,0,0,1,2,2,10,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.4,14.0,-0.07294166666666665,1.0743333333333331,2.199,1.47
1725,0,0,0,0,1,455117,0,0,1,2,0,0,1,2,2,10,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.4,3.0,-1.1013833333333332,1.6204333333333332,0.7709999999999999,3.11
1726,0,0,0,1,0,455117,0,0,1,1,0,0,1,2,2,10,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.7,5.0,-1.0665916666666664,1.5229666666666668,0.245,2.795
1727,0,0,0,1,0,455117,0,0,1,0,0,0,1,2,2,10,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.4,12.0,0.1274583333333333,0.9109333333333332,1.14,2.571
1728,0,0,0,0,1,455117,0,0,0,0,0,0,1,2,2,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.1,11.0,-1.2795166666666669,1.469933333333333,-1.2819999999999998,2.717
1729,0,0,0,1,0,543590,1,0,3,2,0,0,0,2,2,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.2,4.0,-1.3797166666666667,0.4508333333333333,-0.823,2.37
1730,1,0,0,0,0,543590,1,0,3,1,0,0,0,2,2,9,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.0,1.0,-1.2725583333333332,1.3151333333333333,-0.511,2.985
1731,0,0,0,1,0,543590,1,0,3,0,0,0,0,2,2,9,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.6,11.0,-0.9803083333333332,1.4412666666666667,-1.4380000000000002,3.151
1732,0,0,0,1,0,543590,1,0,2,0,0,0,0,2,2,9,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88.4,12.0,0.039783333333333316,0.7633,0.037000000000000005,3.911
1733,0,0,0,0,1,543590,1,0,1,0,0,0,0,2,2,9,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.1,11.0,-1.1431333333333331,1.4584666666666668,-1.994,3.62
1734,0,0,0,1,0,543590,1,0,0,0,0,0,0,2,2,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88.5,9.0,-0.2399416666666666,0.6586666666666666,0.447,1.383
1735,0,0,0,0,1,431094,0,0,2,2,0,0,0,1,2,8,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.1,14.0,-0.042325,0.6973666666666666,0.52,1.164
1736,0,0,0,0,1,431094,0,0,1,2,0,0,0,1,2,8,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.5,14.0,0.2777583333333333,0.7977,0.804,1.042
1737,0,0,0,0,1,431094,0,0,0,2,0,0,0,1,2,8,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,85.9,1.0,0.02865,0.5769666666666666,-0.7070000000000001,2.934
1738,0,0,0,0,1,431094,0,0,0,1,0,0,0,1,2,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.4,2.0,-1.4646083333333333,1.2520666666666664,-0.213,3.259
1739,0,0,0,1,0,431094,0,0,0,0,0,0,0,1,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,87.0,6.0,-0.18705833333333327,0.2774,0.7390000000000001,2.717
1740,0,0,0,0,1,460075,0,0,3,2,0,0,0,0,2,7,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.1,13.0,-1.6650083333333332,0.1226,-2.499,2.583
1741,1,0,0,0,0,460075,0,0,2,2,0,0,0,0,2,7,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.8,14.0,-0.23855,0.2215,1.366,0.7140000000000001
1742,0,0,0,0,1,460075,0,0,1,2,0,0,0,0,2,7,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.1,11.0,-1.168183333333333,0.1154333333333333,-2.152,3.0210000000000004
1743,1,0,0,0,0,460075,0,0,0,2,0,0,0,0,2,7,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.9,3.0,-1.4506916666666667,1.8555,0.755,3.84
1744,0,0,0,1,0,460075,0,0,0,2,0,0,0,0,2,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,85.6,9.0,-0.04093333333333332,0.3304333333333333,0.403,1.976
1745,0,0,0,0,1,460075,0,0,0,1,0,0,0,0,2,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.7,2.0,-1.2544666666666668,1.7709333333333332,-0.059,3.676
1746,0,0,0,1,0,460075,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.2,5.0,-1.0888583333333333,1.6806333333333332,-0.04,2.901
1747,0,0,0,1,0,518960,0,0,2,1,0,0,0,2,1,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.0,11.0,-1.0554583333333332,1.3968333333333331,-1.601,3.074
1748,0,0,0,1,0,518960,0,0,1,1,0,0,0,2,1,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.4,11.0,-1.184883333333333,1.220533333333333,-1.855,3.503
1749,0,0,0,1,0,518960,0,0,0,1,0,0,0,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,85.7,8.0,-0.006141666666666667,0.5511666666666666,-0.154,1.991
1750,0,0,0,0,1,518960,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95.6,12.0,-1.180708333333333,1.5201,0.219,3.55
1751,0,0,0,1,0,571697,1,0,1,2,0,0,0,1,1,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.8,8.0,-1.2168916666666667,0.3963666666666665,-0.147,1.59
1752,1,0,0,0,0,571697,1,0,1,2,0,0,0,1,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.9,5.0,-1.168183333333333,1.598933333333333,0.045,2.319
1753,0,0,0,1,0,571697,1,0,1,1,0,0,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.1,11.0,-1.0679833333333333,1.5301333333333331,-0.843,2.9560000000000004
1754,0,0,0,1,0,571697,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.7,13.0,-1.002575,1.5129333333333332,-1.4469999999999998,1.683
1755,0,0,0,1,0,571697,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88.3,3.0,-0.059025,0.9095,0.718,3.11
1756,0,0,0,0,1,542340,1,0,2,2,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.9,13.0,-1.3602333333333332,1.4599,-0.8340000000000001,2.4330000000000003
1757,0,0,0,1,0,542340,1,0,2,1,0,0,0,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.2,11.0,0.57975,-0.21996666666666664,-2.448,2.94
1758,0,1,0,0,0,542340,1,0,1,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.0,13.0,-1.2419416666666667,1.371033333333333,-0.8320000000000001,1.793
1759,0,0,0,1,0,542340,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.4,9.0,-1.0986,1.6806333333333332,0.541,1.891
1760,0,0,1,0,0,607043,1,0,3,2,0,0,0,1,8,53,9,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.2,13.0,-1.3212666666666668,0.3634,-3.205,2.187
1761,1,0,0,0,0,607043,1,0,2,2,0,0,0,1,8,53,8,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8,8.0,0.4614583333333332,-0.3059666666666666,-0.199,1.509
1762,0,1,0,0,0,607043,1,0,2,2,0,0,0,1,8,53,7,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.3,12.0,-1.3393583333333332,1.5889,0.867,2.716
1763,0,0,0,1,0,607043,1,0,2,2,0,0,0,1,8,53,6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.6,13.0,-1.7053666666666667,0.5067333333333331,-0.544,0.636
1764,1,0,0,0,0,607043,1,0,1,2,0,0,0,1,8,53,5,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89.1,14.0,0.016125,0.7876666666666666,1.33,1.587
1765,0,0,0,0,1,607043,1,0,1,2,0,0,0,1,8,53,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.4,11.0,-1.403375,1.3079666666666667,-2.45,3.811
1766,0,0,0,1,0,607043,1,0,0,2,0,0,0,1,8,53,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.2,14.0,0.4378,-0.445,0.129,1.17
1767,0,1,0,0,0,607043,1,0,0,1,0,0,0,1,8,53,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.9,7.0,-1.553675,1.5186666666666668,-0.6629999999999999,1.982
1768,0,0,0,1,0,607043,1,0,0,0,0,0,0,1,8,53,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.6,4.0,-1.4019833333333331,1.4670666666666667,-0.7979999999999999,2.5660000000000003
1769,0,0,0,1,0,430637,1,0,0,0,0,0,0,0,8,52,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.8,8.0,-1.495225,0.7074,0.067,1.802
1770,1,0,0,0,0,452678,1,0,1,0,0,0,0,2,7,48,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.8,11.0,-0.95665,1.203333333333333,-1.928,3.127
1771,0,0,0,1,0,452678,1,0,0,0,0,0,0,2,7,48,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96.6,7.0,-1.1890583333333329,1.5487666666666668,-0.311,2.074
1772,0,0,0,1,0,425766,1,0,1,0,0,0,0,1,7,47,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.8,13.0,-1.468783333333333,0.4924,-2.7880000000000003,2.693
1773,1,0,0,0,0,425766,1,0,0,0,0,0,0,1,7,47,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96.6,11.0,-0.9009833333333332,1.4584666666666668,-0.07,3.965
1774,0,0,0,1,0,493316,0,0,2,2,0,0,0,0,7,46,5,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,14.0,0.032825,0.8966,1.221,-0.095
1775,0,0,0,0,1,493316,0,0,1,2,0,0,0,0,7,46,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.1,13.0,-1.5300166666666668,0.11686666666666665,-0.452,1.0659999999999998
1776,1,0,0,0,0,493316,0,0,1,1,0,0,0,0,7,46,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88.3,14.0,0.03560833333333333,0.8751,1.004,0.28300000000000003
1777,0,0,0,0,1,493316,0,0,0,1,0,0,0,0,7,46,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,88.5,8.0,-0.08685833333333333,0.6142333333333332,0.233,2.0540000000000003
