,CH,CU,FC,FF,SL,batter,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,prev_CH,prev_CU,prev_FC,prev_FF,prev_SL,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
0,0,0,0,1,0,543329,0,0,2,2,1,0,1,2,5,46,6,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,86.5,9.0,0.2694083333333333,0.44366666666666654,0.588,2.028
1,0,0,0,0,1,543329,0,0,2,2,1,0,1,2,5,46,5,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,83.7,14.0,0.141375,0.2917333333333333,0.149,0.123
2,0,0,0,0,1,543329,0,0,1,2,1,0,1,2,5,46,4,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.7,14.0,-0.04928333333333332,0.4952666666666666,1.699,0.948
3,0,0,0,0,1,543329,0,0,0,2,1,0,1,2,5,46,3,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.8,12.0,-0.7743416666666666,1.3423666666666667,0.926,2.718
4,0,0,0,1,0,543329,0,0,0,1,1,0,1,2,5,46,2,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,86.7,14.0,-0.13835,0.2802666666666666,0.8340000000000001,1.94
5,0,0,0,0,1,543329,0,0,0,0,1,0,1,2,5,46,1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84.6,14.0,0.0871,0.5038666666666666,1.029,0.75
6,0,0,0,0,1,489305,0,0,0,2,1,0,1,1,5,45,3,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.6,14.0,-0.1160833333333333,0.4365,1.328,1.595
7,0,0,0,0,1,489305,0,0,0,1,1,0,1,1,5,45,2,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85.1,3.0,0.09545,0.6371666666666665,0.29100000000000004,3.013
8,0,0,0,0,1,489305,0,0,0,0,1,0,1,1,5,45,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.8,5.0,-1.0540666666666665,0.1541333333333333,0.224,2.77
9,1,0,0,0,0,592885,1,0,0,1,0,0,1,1,5,43,2,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.8,11.0,-0.919075,1.3094,-1.055,2.69
10,0,0,0,1,0,592885,1,0,0,0,0,0,1,1,5,43,1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96.0,8.0,-1.201583333333333,1.3251666666666668,0.046,1.842
11,0,0,0,1,0,518618,1,0,2,2,0,0,0,1,5,42,5,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.3,11.0,0.8956583333333333,-0.4378333333333333,-2.176,2.9930000000000003
12,0,1,0,0,0,518618,1,0,1,2,0,0,0,1,5,42,4,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.4,8.0,-0.8592333333333331,1.267833333333333,0.07,1.388
13,0,0,0,1,0,518618,1,0,1,1,0,0,0,1,5,42,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.5,13.0,-1.4771333333333332,-0.02503333333333333,-1.461,2.426
14,1,0,0,0,0,518618,1,0,0,1,0,0,0,1,5,42,2,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.7,9.0,-1.2475083333333332,1.4685,0.429,1.961
15,0,0,0,1,0,518618,1,0,0,0,0,0,0,1,5,42,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,86.1,5.0,-0.0465,0.6586666666666666,-0.262,1.998
16,0,0,0,0,1,542513,1,0,0,1,0,1,0,1,5,41,2,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.4,12.0,-1.5063583333333332,1.237733333333333,0.16399999999999998,3.1
17,0,0,0,1,0,542513,1,0,0,0,0,1,0,1,5,41,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.1,13.0,-1.2322,0.1828,-0.852,1.529
18,1,0,0,0,0,543829,1,0,0,0,0,0,1,0,5,40,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.1,5.0,-0.8620166666666667,1.2965,0.059,2.549
19,0,0,0,1,0,400085,1,0,2,2,0,0,0,0,5,39,5,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.2,4.0,-0.9928333333333332,1.4599,-0.454,2.8280000000000003
20,0,0,0,1,0,400085,1,0,2,1,0,0,0,0,5,39,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.3,1.0,-0.93995,1.4957333333333331,-0.71,2.934
21,0,0,0,1,0,400085,1,0,2,0,0,0,0,0,5,39,3,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,14.0,-1.353275,1.4599,1.222,1.37
22,0,0,0,1,0,400085,1,0,1,0,0,0,0,0,5,39,2,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.2,11.0,0.283325,-0.6012333333333332,-1.418,2.7
23,0,1,0,0,0,400085,1,0,0,0,0,0,0,0,5,39,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,84.8,4.0,0.007775,0.3189666666666666,-0.45,2.383
24,0,0,0,0,1,588751,0,0,2,2,0,0,0,2,4,32,6,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.5,11.0,-1.1514833333333332,-0.0967,-2.172,2.436
25,1,0,0,0,0,588751,0,0,1,2,0,0,0,2,4,32,5,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.9,13.0,-1.077725,0.37056666666666654,-0.157,-0.249
26,1,0,0,0,0,588751,0,0,0,2,0,0,0,2,4,32,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.1,5.0,-1.1417416666666664,1.475666666666667,0.211,2.235
27,0,0,0,1,0,588751,0,0,0,2,0,0,0,2,4,32,3,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.3,9.0,-1.0791166666666665,1.181833333333333,0.6809999999999999,1.6130000000000002
28,0,0,0,1,0,588751,0,0,0,1,0,0,0,2,4,32,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84.8,14.0,-0.19123333333333328,0.6787333333333332,0.867,1.185
29,0,0,0,0,1,588751,0,0,0,0,0,0,0,2,4,32,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95.1,7.0,-1.0540666666666665,1.1531666666666665,-0.309,2.067
30,0,0,0,1,0,543329,0,0,1,0,0,0,1,2,4,31,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.2,14.0,-0.88985,1.216233333333333,1.11,1.132
31,0,0,0,1,0,543329,0,0,0,0,0,0,1,2,4,31,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85.5,7.0,0.18034166666666665,0.2817,-0.705,2.25
32,0,0,0,0,1,489305,0,0,2,2,0,0,1,1,4,30,6,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.4,4.0,-1.2155,1.1058666666666663,-0.483,2.837
33,0,0,0,1,0,489305,0,0,2,2,0,0,1,1,4,30,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.2,14.0,-1.37415,0.4551333333333333,0.898,0.7709999999999999
34,1,0,0,0,0,489305,0,0,1,2,0,0,1,1,4,30,4,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.3,11.0,-0.7409416666666666,1.7709333333333332,-1.118,3.392
35,0,0,0,1,0,489305,0,0,0,2,0,0,1,1,4,30,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.6,2.0,-0.7813,1.5559333333333332,0.235,3.3680000000000003
36,0,0,0,1,0,489305,0,0,0,1,0,0,1,1,4,30,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85.7,5.0,0.09266666666666663,0.3376,0.077,2.6830000000000003
37,0,0,0,0,1,489305,0,0,0,0,0,0,1,1,4,30,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.4,13.0,-0.9747416666666664,1.3266,-1.442,2.045
38,0,0,0,1,0,571506,1,0,3,2,0,0,0,1,4,29,6,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.6,13.0,-1.09025,1.1961666666666664,-1.172,2.605
39,0,0,0,1,0,571506,1,0,2,2,0,0,0,1,4,29,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.0,14.0,-1.3393583333333332,0.44796666666666657,0.757,0.818
40,1,0,0,0,0,571506,1,0,1,2,0,0,0,1,4,29,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87.6,6.0,-0.217675,0.6945,0.802,2.525
41,0,0,0,0,1,571506,1,0,1,1,0,0,0,1,4,29,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.8,13.0,0.37239166666666657,-0.3690333333333333,-0.9,2.139
42,0,1,0,0,0,571506,1,0,1,0,0,0,0,1,4,29,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.7,12.0,-1.144525,1.4957333333333331,0.935,2.701
43,0,0,0,1,0,571506,1,0,0,0,0,0,0,1,4,29,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77.7,14.0,0.39326666666666654,0.039466666666666664,0.983,1.3019999999999998
44,0,1,0,0,0,592885,1,0,1,2,0,0,0,0,4,28,4,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.2,5.0,-0.2733416666666666,0.6199666666666666,-0.003,2.908
45,0,0,0,0,1,592885,1,0,1,1,0,0,0,0,4,28,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84.6,8.0,-1.3268333333333333,0.3017666666666666,0.092,1.823
46,1,0,0,0,0,592885,1,0,1,0,0,0,0,0,4,28,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.6,11.0,0.38909166666666656,0.9725666666666664,-0.757,3.759
47,0,0,0,0,1,592885,1,0,0,0,0,0,0,0,4,28,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.3,11.0,-0.710325,1.5616666666666668,-0.138,3.845
48,0,0,0,1,0,445988,0,0,0,1,1,0,0,2,3,23,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86.2,4.0,0.04395833333333333,0.2344,-0.521,2.261
49,0,0,0,0,1,445988,0,0,0,0,1,0,0,2,3,23,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.4,6.0,-1.2544666666666668,1.1001333333333332,0.512,2.1630000000000003
50,0,0,0,1,0,542513,1,0,2,2,0,1,0,1,3,22,5,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,88.1,14.0,-0.2622083333333333,0.7203,1.491,1.787
51,0,0,0,0,1,542513,1,0,1,2,0,1,0,1,3,22,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.1,13.0,-0.8787166666666666,0.5583333333333332,-0.424,1.026
52,1,0,0,0,0,542513,1,0,1,1,0,1,0,1,3,22,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.4,14.0,-0.6755333333333332,0.4995666666666666,0.655,1.024
53,0,0,0,0,1,542513,1,0,0,1,0,1,0,1,3,22,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.7,4.0,0.3362083333333333,0.04376666666666666,-0.715,2.156
54,0,1,0,0,0,542513,1,0,0,0,0,0,1,1,3,22,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.5,8.0,0.3306416666666666,-0.6026666666666666,-0.16399999999999998,1.773
55,0,1,0,0,0,543829,1,0,1,2,0,0,0,1,3,21,4,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.3,3.0,-0.4695666666666666,0.6242666666666666,0.677,2.813
56,0,0,1,0,0,543829,1,0,1,1,0,0,0,1,3,21,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.4,9.0,-1.237766666666667,1.3624333333333332,0.718,1.724
57,0,0,0,1,0,543829,1,0,0,1,0,0,0,1,3,21,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.5,4.0,-0.9149,0.06526666666666668,-0.726,2.392
58,1,0,0,0,0,543829,1,0,0,0,0,0,0,1,3,21,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.9,1.0,-1.2461166666666668,1.4513,-0.5920000000000001,2.852
59,0,0,0,1,0,543408,0,0,1,2,0,0,0,0,3,20,4,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.8,14.0,-0.1661833333333333,0.3806,1.676,1.157
60,0,0,0,0,1,543408,0,0,0,2,0,0,0,0,3,20,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,85.3,14.0,-0.050675,0.6414666666666666,1.3630000000000002,1.5530000000000002
61,0,0,0,0,1,543408,0,0,0,1,0,0,0,0,3,20,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.4,5.0,-1.55785,1.6175666666666668,-0.061,2.594
62,0,0,0,1,0,543408,0,0,0,0,0,0,0,0,3,20,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95.9,1.0,-0.9343833333333332,1.5215333333333332,-0.6940000000000001,3.094
63,0,0,0,1,0,588751,0,0,3,2,0,1,0,2,2,13,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.0,14.0,-0.9162916666666666,1.7938666666666667,2.218,1.991
64,0,0,0,1,0,588751,0,0,2,2,0,1,0,2,2,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.8,14.0,0.2596666666666666,0.3247,1.19,1.745
65,0,0,0,0,1,588751,0,0,2,1,0,1,0,2,2,13,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.8,14.0,0.3487333333333333,0.4250333333333333,1.154,1.2
66,0,0,0,0,1,588751,0,0,1,1,0,1,0,2,2,13,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.0,2.0,-1.3435333333333332,1.6175666666666668,-0.185,3.261
67,0,0,0,1,0,588751,0,0,1,0,0,1,0,2,2,13,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.7,14.0,-1.4604333333333333,0.1054,0.48,0.696
68,1,0,0,0,0,588751,0,0,0,0,0,1,0,2,2,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85.1,14.0,0.038391666666666664,0.42646666666666655,1.037,0.249
69,0,0,0,0,1,543329,0,0,1,2,0,1,0,1,2,12,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.6,14.0,-1.069375,1.7465666666666668,0.971,2.354
70,0,0,0,1,0,543329,0,0,1,1,0,1,0,1,2,12,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,85.8,14.0,0.22626666666666664,0.4666,1.097,0.528
71,0,0,0,0,1,543329,0,0,0,1,0,1,0,1,2,12,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85.2,14.0,-0.1286083333333333,0.5139,0.877,2.09
72,0,0,0,0,1,543329,0,0,0,0,0,1,0,1,2,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.4,13.0,-1.2141083333333331,1.173233333333333,-0.629,1.456
73,0,0,0,1,0,489305,0,0,1,0,0,0,1,0,2,11,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.4,14.0,-1.0095333333333332,1.5602333333333331,1.081,2.198
74,0,0,0,1,0,489305,0,0,0,0,0,0,1,0,2,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.4,5.0,-1.278125,1.1675,0.171,2.393
75,0,0,0,1,0,571506,1,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.3,14.0,-0.9246416666666664,1.792433333333333,0.902,1.405
76,0,0,0,1,0,571506,1,0,0,1,0,1,1,2,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.8,9.0,-0.2872583333333333,0.3562333333333333,0.6920000000000001,1.849
77,0,0,0,0,1,571506,1,0,0,0,0,1,1,2,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.2,6.0,-1.0916416666666664,1.564533333333333,0.73,2.491
78,0,0,0,1,0,592885,1,0,0,1,0,0,1,2,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.8,8.0,-1.253075,1.4670666666666667,-0.201,1.945
79,0,0,0,1,0,592885,1,0,0,0,0,0,1,2,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.7,8.0,-1.205758333333333,1.4441333333333333,0.105,2.046
80,0,0,0,1,0,445988,0,0,2,1,0,0,0,2,1,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.7,14.0,0.041175,0.1455333333333333,2.093,1.763
81,0,0,0,0,1,445988,0,0,1,1,0,0,0,2,1,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84.3,5.0,0.013341666666666665,0.3605333333333333,-0.124,2.752
82,0,0,0,0,1,445988,0,0,1,0,0,0,0,2,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.5,14.0,-1.3588416666666667,1.6075333333333333,0.939,1.788
83,0,0,0,1,0,445988,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.6,6.0,-1.2990000000000002,1.3954,0.405,2.644
84,0,0,0,1,0,542513,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,14.0,-1.0707666666666664,1.5860333333333332,0.182,0.8009999999999999
85,0,0,0,1,0,542513,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.6,14.0,0.10658333333333332,0.7489666666666666,1.5590000000000002,0.612
86,0,0,0,0,1,543829,1,0,1,2,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.8,2.0,-1.428425,1.4255,-0.273,3.077
87,0,0,0,1,0,543829,1,0,1,2,0,0,0,0,1,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.5,12.0,-1.1125166666666664,1.8024666666666669,0.643,3.899
88,0,0,0,1,0,543829,1,0,0,2,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.1,14.0,-1.5105333333333333,0.7418,0.005,0.8
89,1,0,0,0,0,543829,1,0,0,2,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.0,12.0,-0.150875,0.8794,0.899,2.483
90,0,0,0,0,1,543829,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.1,9.0,-1.4214666666666669,1.4986,0.654,1.715
91,0,0,0,0,1,571745,0,0,3,2,0,1,0,2,6,42,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.5,14.0,-0.45565,0.2,1.042,0.045
92,0,0,1,0,0,571745,0,0,2,2,0,1,0,2,6,42,5,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.5,12.0,-1.3268333333333333,1.4728,1.271,2.748
93,0,0,0,1,0,571745,0,0,1,2,0,1,0,2,6,42,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87.2,9.0,-0.05763333333333333,0.4623,0.774,2.002
94,0,0,0,0,1,571745,0,0,1,1,0,1,0,2,6,42,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.6,14.0,-1.4813083333333332,1.3696,0.4920000000000001,1.3259999999999998
95,0,0,0,1,0,571745,0,0,0,1,0,1,0,2,6,42,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.1,6.0,-1.303175,1.5860333333333332,0.8109999999999999,2.587
96,0,0,0,1,0,571745,0,0,0,0,0,0,1,2,6,42,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,85.8,8.0,-0.02145,0.1541333333333333,-0.134,1.546
97,0,0,0,0,1,572008,0,0,1,1,0,0,0,2,6,41,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.5,14.0,-1.19045,1.5172333333333332,0.964,1.183
98,0,0,0,1,0,572008,0,0,0,1,0,0,0,2,6,41,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84.8,14.0,-0.0019666666666666665,0.5798333333333332,0.481,1.332
99,0,0,0,0,1,572008,0,0,0,0,0,0,0,2,6,41,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,86.1,8.0,0.21930833333333327,0.1713333333333333,-0.17800000000000002,1.715
100,0,0,0,0,1,630111,0,0,0,2,0,0,0,1,6,40,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,85.4,14.0,-0.16479166666666664,0.3419,0.217,0.368
101,0,0,0,0,1,630111,0,0,0,1,0,0,0,1,6,40,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.0,14.0,-0.06876666666666666,0.5913,0.865,0.742
102,0,0,0,0,1,630111,0,0,0,0,0,0,0,1,6,40,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,85.5,8.0,-0.11190833333333333,0.458,0.221,1.581
103,0,0,0,0,1,592273,0,0,0,1,0,0,0,0,6,39,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.4,4.0,-1.3254416666666669,1.181833333333333,-0.682,2.968
104,0,0,0,1,0,592273,0,0,0,0,0,0,0,0,6,39,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.9,13.0,-1.3351833333333332,0.2086,-0.422,1.165
105,1,0,0,0,0,456078,0,0,2,2,0,0,1,2,5,35,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,13.0,-1.2475083333333332,-0.0795,-1.845,1.025
106,1,0,0,0,0,456078,0,0,1,2,0,0,1,2,5,35,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.7,6.0,-1.0331916666666665,1.5487666666666668,0.63,2.411
107,0,0,0,1,0,456078,0,0,1,2,0,0,1,2,5,35,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.5,13.0,-0.17175,0.3763,-0.317,1.098
108,0,0,0,0,1,456078,0,0,0,2,0,0,1,2,5,35,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,86.0,14.0,-0.14809166666666665,0.7977,0.597,1.079
109,0,0,0,0,1,456078,0,0,0,1,0,0,1,2,5,35,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84.5,14.0,0.20956666666666665,0.4107,0.544,1.268
110,0,0,0,0,1,456078,0,0,0,0,0,0,1,2,5,35,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.8,14.0,-1.0485,1.5258333333333332,0.7090000000000001,1.2990000000000002
111,0,0,0,1,0,502671,0,0,3,0,0,0,0,2,5,34,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.3,14.0,-0.226025,0.4623,1.071,2.432
112,0,0,0,0,1,502671,0,0,2,0,0,0,0,2,5,34,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.6,14.0,-0.977525,1.6247333333333331,1.254,1.7919999999999998
113,0,0,0,1,0,502671,0,0,1,0,0,0,0,2,5,34,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.8,14.0,-1.1208666666666665,1.5946333333333331,1.075,2.214
114,0,0,0,1,0,502671,0,0,0,0,0,0,0,2,5,34,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.1,8.0,-1.3880666666666668,0.3648333333333332,-0.097,1.845
115,1,0,0,0,0,571875,1,0,3,2,0,0,0,1,5,33,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.1,6.0,-1.2990000000000002,1.5860333333333332,0.315,2.407
116,0,0,0,1,0,571875,1,0,3,1,0,0,0,1,5,33,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.3,11.0,-0.11469166666666665,0.4408,-1.111,2.719
117,0,0,0,0,1,571875,1,0,2,1,0,0,0,1,5,33,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.1,13.0,-1.6385666666666667,0.15556666666666666,-1.4240000000000002,1.5759999999999998
118,1,0,0,0,0,571875,1,0,1,1,0,0,0,1,5,33,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.4,6.0,-0.9970083333333332,1.3739,0.406,2.43
119,0,0,0,1,0,571875,1,0,1,0,0,0,0,1,5,33,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.6,11.0,-0.10495,0.2215,-2.388,4.105
120,0,0,0,0,1,571875,1,0,0,0,0,0,0,1,5,33,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.5,8.0,-1.3226583333333333,0.1742,0.009000000000000001,1.526
121,1,0,0,0,0,516416,0,0,0,2,0,0,0,0,5,32,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.7,13.0,-1.4548666666666668,0.4408,-0.8740000000000001,1.867
122,1,0,0,0,0,516416,0,0,0,1,0,0,0,0,5,32,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.5,9.0,-1.4590416666666668,1.6706,0.421,1.929
123,0,0,0,1,0,516416,0,0,0,0,0,0,0,0,5,32,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.0,13.0,0.59645,-0.5568,-0.855,2.281
