,CH,CU,FC,FF,FT,stand_L,home_team,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,ball,blocked_ball,called_strike,foul,foul_bunt,foul_tip,hit_by_pitch,hit_into_play,hit_into_play_no_out,hit_into_play_score,missed_bunt,swinging_strike,swinging_strike_blocked,release_speed,zone,pfx_x,pfx_z,plate_x,plate_z
19257,0,0,1,0,0,0,1,1,2,0,1,0,1,5,39,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,88.3,14.0,-0.1133,1.6333333333333333,1.219,2.544
19258,0,0,0,1,0,0,1,1,1,0,1,0,1,5,39,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,91.3,11.0,0.441975,2.1436,-1.206,3.172
19259,0,0,0,1,0,0,1,1,0,0,1,0,1,5,39,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,88.2,9.0,1.048741666666667,1.8110666666666668,0.767,1.772
19260,0,0,0,1,0,0,1,0,0,0,1,0,1,5,39,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,89.8,11.0,0.4851166666666666,1.9243,-1.726,3.173
19261,1,0,0,0,0,0,1,0,1,0,0,1,0,5,38,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,81.5,3.0,1.0167333333333333,0.8779666666666666,0.458,3.33
19262,1,0,0,0,0,0,1,0,0,0,0,1,0,5,38,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,86.8,12.0,1.0278666666666667,1.6276,1.195,2.643
19263,0,0,1,0,0,0,1,0,2,0,0,0,0,5,37,3,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,86.7,13.0,-0.1244333333333333,0.9969333333333332,-0.926,2.098
19264,1,0,0,0,0,0,1,0,1,0,0,0,0,5,37,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,82.3,8.0,1.0529166666666667,1.216233333333333,-0.067,1.67
19265,0,0,0,1,0,0,1,0,0,0,0,0,0,5,37,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,87.5,6.0,0.4531083333333333,2.0361,0.396,2.477
19266,0,0,0,1,0,0,1,3,2,0,0,1,2,4,33,6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,91.7,5.0,0.3487333333333333,2.046133333333333,0.0,2.799
19267,1,0,0,0,0,0,1,3,1,0,0,1,2,4,33,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,82.6,8.0,1.1712083333333332,0.6586666666666666,0.203,1.607
19268,1,0,0,0,0,0,1,2,1,0,0,1,2,4,33,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,81.7,14.0,1.0417833333333333,0.9238333333333332,0.071,1.016
19269,0,0,1,0,0,0,1,2,0,0,0,1,2,4,33,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,86.7,13.0,-0.08546666666666665,1.2707,-0.939,2.495
19270,0,0,0,1,0,0,1,1,0,0,0,1,2,4,33,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,87.8,14.0,0.9777666666666668,1.5186666666666668,0.359,0.813
19271,0,0,0,1,0,0,1,0,0,0,0,1,2,4,33,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,90.6,12.0,0.4712,1.9300333333333333,1.191,3.695
19272,0,0,1,0,0,0,1,2,1,0,0,1,1,4,32,4,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,87.0,13.0,-0.38606666666666656,1.7437,-1.204,2.401
19273,0,0,0,1,0,0,1,1,1,0,0,1,1,4,32,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,90.7,13.0,0.842775,1.8211,-2.051,1.915
19274,1,0,0,0,0,0,1,1,0,0,0,1,1,4,32,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,81.8,9.0,1.0557,1.0772,0.364,1.995
19275,0,0,1,0,0,0,1,0,0,0,0,1,1,4,32,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,87.7,13.0,0.057875,1.510066666666667,-1.663,1.35
19276,0,0,1,0,0,0,1,0,0,0,0,0,1,4,31,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0,8.0,-0.09799166666666664,1.574566666666667,0.135,1.976
19277,1,0,0,0,0,1,1,1,2,0,0,0,0,4,30,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,85.3,14.0,0.7217,1.1574666666666664,0.949,1.606
19278,0,0,1,0,0,1,1,1,2,0,0,0,0,4,30,5,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,87.8,5.0,-0.035366666666666664,1.619,0.173,2.388
19279,1,0,0,0,0,1,1,0,2,0,0,0,0,4,30,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,84.1,13.0,1.0320416666666667,1.220533333333333,-1.312,1.25
19280,0,0,0,1,0,1,1,0,2,0,0,0,0,4,30,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,90.1,5.0,0.717525,1.7953,0.257,2.506
19281,0,0,0,1,0,1,1,0,1,0,0,0,0,4,30,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,90.6,8.0,0.542175,1.8397333333333332,0.143,2.283
19282,0,0,1,0,0,1,1,0,0,0,0,0,0,4,30,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,83.6,4.0,-0.3791083333333333,1.1746666666666663,-0.516,2.972
19283,0,1,0,0,0,0,1,0,2,0,0,0,2,3,22,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77.3,8.0,-0.4111166666666666,-0.6442333333333332,-0.261,1.634
19284,0,0,0,1,0,0,1,0,1,0,0,0,2,3,22,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.0,1.0,0.371,1.9071,-0.376,3.595
19285,0,0,0,1,0,0,1,0,0,0,0,0,2,3,22,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,91.5,12.0,0.21791666666666665,1.9142666666666668,0.876,2.818
19286,0,0,0,1,0,1,1,2,2,0,0,0,1,3,21,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,93.3,11.0,0.350125,1.8411666666666668,-0.934,2.712
19287,0,0,0,1,0,1,1,1,2,0,0,0,1,3,21,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8,14.0,0.94715,1.7551666666666668,1.499,2.213
19288,0,0,0,1,0,1,1,1,2,0,0,0,1,3,21,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.3,1.0,0.51295,1.9415,-0.343,3.302
19289,1,0,0,0,0,1,1,1,2,0,0,0,1,3,21,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,84.8,12.0,0.901225,1.0456666666666663,0.89,2.407
19290,0,0,0,1,0,1,1,1,2,0,0,0,1,3,21,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,90.8,9.0,0.8232916666666666,1.897066666666667,0.526,1.521
19291,1,0,0,0,0,1,1,0,2,0,0,0,1,3,21,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,83.7,13.0,0.9833333333333332,0.9697,-0.186,1.248
19292,1,0,0,0,0,1,1,0,1,0,0,0,1,3,21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81.3,9.0,0.8998333333333332,0.9553666666666664,0.369,1.7
19293,0,0,1,0,0,1,1,0,0,0,0,0,1,3,21,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86.4,4.0,-0.08964166666666665,1.0241666666666664,-0.452,2.561
19294,0,0,0,1,0,0,1,0,0,0,0,0,0,3,20,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,90.4,4.0,0.5240833333333332,1.9486666666666668,-0.684,2.859
19295,0,0,0,1,0,0,1,1,1,0,0,1,2,2,13,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.6,5.0,0.34595,1.9386333333333332,0.143,2.644
19296,0,0,1,0,0,0,1,0,1,0,0,1,2,2,13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.5,11.0,0.11354166666666665,1.3323333333333331,-1.391,2.883
19297,0,0,0,1,0,0,1,0,0,0,0,1,2,2,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.8,5.0,0.391875,2.1206666666666667,0.109,2.878
19298,0,1,0,0,0,0,1,2,2,0,1,0,2,2,12,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.2,12.0,-0.6644,-0.5926333333333332,0.921,2.795
19299,0,0,1,0,0,0,1,2,1,0,1,0,2,2,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.6,5.0,-0.09520833333333333,1.1675,-0.111,2.683
19300,1,0,0,0,0,0,1,1,1,0,1,0,2,2,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.5,14.0,0.99725,1.3925333333333332,0.449,0.839
19301,0,1,0,0,0,0,1,0,1,0,1,0,2,2,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.0,13.0,-0.6115166666666666,-0.5281333333333332,-1.903,1.574
19302,0,0,0,1,0,0,1,0,0,0,0,1,2,2,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.8,5.0,0.7481416666666666,1.9343333333333332,-0.012,2.674
19303,0,0,1,0,0,0,1,3,2,0,0,0,2,2,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.5,13.0,0.03560833333333333,1.6605666666666667,-0.26,-0.284
19304,0,0,0,1,0,0,1,3,1,0,0,0,2,2,11,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92.6,2.0,0.4071833333333333,1.7537333333333331,0.1,3.123
19305,0,0,0,1,0,0,1,3,0,0,0,0,2,2,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.1,1.0,0.5032083333333331,1.6175666666666668,-0.531,3.371
19306,0,0,1,0,0,0,1,2,0,0,0,0,2,2,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.0,11.0,-0.2482916666666666,1.0284666666666664,-1.459,2.61
19307,0,0,0,1,0,0,1,1,0,0,0,0,2,2,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.1,14.0,0.4879,2.3457,0.721,0.673
19308,1,0,0,0,0,0,1,0,0,0,0,0,2,2,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.5,14.0,0.934625,1.5358666666666667,0.028,1.003
19309,0,0,0,1,0,0,1,0,0,0,0,0,1,2,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.1,11.0,0.18869166666666665,1.3681666666666668,-0.877,3.159
19310,1,0,0,0,0,0,1,1,2,0,0,0,0,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.3,9.0,0.9026166666666666,0.8493,0.744,2.027
19311,1,0,0,0,0,0,1,1,1,0,0,0,0,2,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.5,5.0,0.9193166666666666,1.1402666666666663,-0.008,2.817
19312,0,0,0,1,0,0,1,0,1,0,0,0,0,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.5,12.0,0.3904833333333333,1.961566666666667,0.134,4.306
19313,0,0,1,0,0,0,1,0,0,0,0,0,0,2,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.0,7.0,0.0537,1.3552666666666668,-0.81,2.048
19314,0,1,0,0,0,1,1,3,2,0,0,1,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.5,13.0,-0.401375,-0.20133333333333328,-0.988,0.97
19315,0,0,1,0,0,1,1,3,1,0,0,1,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.4,4.0,-0.19958333333333328,1.0241666666666664,-0.486,2.576
19316,0,0,0,1,0,1,1,3,0,0,0,1,2,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.5,2.0,0.5018166666666666,1.9787666666666668,0.1,3.142
19317,0,0,0,1,0,1,1,2,0,0,0,1,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.8,11.0,0.7217,1.768066666666667,-0.705,3.912
19318,1,0,0,0,0,1,1,1,0,0,0,1,2,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.4,14.0,1.0403916666666668,1.168933333333333,1.491,0.528
19319,0,0,0,1,0,1,1,0,0,0,0,1,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.5,9.0,0.98055,2.103466666666667,0.474,1.879
19320,0,0,0,1,0,0,1,1,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0,13.0,0.2527083333333333,1.4785333333333333,-0.061,0.99
19321,0,0,0,1,0,0,1,0,1,0,0,1,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.7,11.0,0.642375,1.8196666666666668,-1.76,3.89
19322,0,0,1,0,0,0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.1,7.0,0.032825,1.7551666666666668,-0.693,1.96
19323,0,0,1,0,0,1,1,2,2,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89.3,7.0,-0.418075,1.2191,-0.755,1.426
19324,1,0,0,0,0,1,1,1,2,0,0,0,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.6,12.0,0.959675,1.1718,1.597,2.881
19325,0,0,1,0,0,1,1,0,2,0,0,0,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.4,11.0,-0.17314166666666664,0.9482,-1.752,2.583
19326,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.3,14.0,1.04735,1.705,1.377,2.19
19327,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.8,6.0,-0.000575,1.3954,0.533,2.213
19328,0,0,0,1,0,0,1,3,2,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.7,12.0,0.21374166666666666,2.1952,0.688,3.863
19329,0,0,0,1,0,0,1,3,2,0,0,0,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.9,8.0,0.2680166666666666,1.5960666666666667,0.019,2.058
19330,1,0,0,0,0,0,1,3,2,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.8,12.0,0.9722,1.1202,1.069,2.938
19331,1,0,0,0,0,0,1,3,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.4,7.0,0.8706083333333333,0.9768666666666664,-0.356,1.824
19332,0,0,0,1,0,0,1,2,1,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.7,12.0,0.2596666666666666,2.0977333333333332,0.511,4.468
19333,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.5,11.0,-0.38885,1.1388333333333331,-1.064,3.269
19334,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.8,13.0,-0.3304,0.9080666666666666,-1.309,2.024
19335,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.4,5.0,0.558875,1.9243,0.262,2.778
19336,0,0,0,1,0,0,0,1,2,0,1,1,2,6,46,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0,11.0,0.3403833333333333,1.7609,-0.57,3.588
19337,0,0,1,0,0,0,0,1,2,0,1,1,2,6,46,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,86.7,2.0,-0.20515,1.3767666666666667,-0.161,2.924
19338,1,0,0,0,0,0,0,0,2,0,1,1,2,6,46,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.9,14.0,1.4592833333333333,0.9424666666666665,1.461,1.065
19339,0,1,0,0,0,0,0,0,1,0,1,1,2,6,46,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,75.6,6.0,-0.710325,-0.7087333333333332,0.304,2.605
19340,0,1,0,0,0,0,0,0,0,0,1,1,2,6,46,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,73.9,1.0,-0.7673833333333331,-0.5826,-0.289,2.97
19341,1,0,0,0,0,1,0,3,2,0,1,0,2,6,45,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.7,14.0,1.126675,1.0571333333333333,1.326,1.963
19342,0,0,1,0,0,1,0,3,2,0,1,0,2,6,45,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87.9,1.0,-0.2357666666666666,1.0757666666666663,-0.596,3.329
19343,0,0,1,0,0,1,0,2,2,0,1,0,2,6,45,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.6,13.0,-0.0799,0.7446666666666666,-1.611,2.418
19344,0,0,0,1,0,1,0,1,2,0,1,0,2,6,45,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.7,11.0,0.467025,2.1995,-1.083,3.899
19345,0,0,0,1,0,1,0,0,2,0,1,0,2,6,45,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.5,12.0,0.492075,2.322766666666667,0.94,4.674
19346,0,0,1,0,0,1,0,0,1,0,1,0,2,6,45,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,87.6,13.0,-0.08825,1.207633333333333,-0.863,2.008
19347,1,0,0,0,0,1,0,0,0,0,1,0,2,6,45,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,83.4,9.0,1.3423833333333333,1.1331,0.754,2.189
19348,0,0,0,1,0,0,0,2,2,0,1,0,1,6,44,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,91.6,11.0,0.6215,2.0791,-0.974,2.435
19349,1,0,0,0,0,0,0,2,1,0,1,0,1,6,44,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84.8,9.0,1.3702166666666669,1.0958333333333332,0.717,1.488
19350,0,0,0,1,0,0,0,1,1,0,1,0,1,6,44,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.4,13.0,0.0008166666666666666,1.3438,-1.648,1.888
19351,0,1,0,0,0,0,0,1,0,0,1,0,1,6,44,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,74.0,5.0,-0.317875,-0.4779666666666666,-0.25,2.136
19352,1,0,0,0,0,0,0,0,0,0,0,1,1,6,44,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,83.5,13.0,1.243575,1.0657333333333332,-0.531,0.399
19353,1,0,0,0,0,1,0,0,0,0,0,1,0,6,43,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82.8,8.0,1.4495416666666667,1.1832666666666665,0.059,1.674
19354,0,0,0,1,0,0,0,0,1,0,0,0,0,6,42,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,91.7,11.0,0.4545,2.0447,-2.149,4.118
19355,0,0,0,1,0,0,0,0,0,0,0,0,0,6,42,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86.7,11.0,0.2847166666666666,1.4083,-1.174,2.507
19356,0,0,0,1,0,0,0,1,0,0,0,0,0,6,41,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87.7,8.0,1.0320416666666667,1.3896666666666668,-0.023,1.856
19357,1,0,0,0,0,0,0,0,0,0,0,0,0,6,41,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,81.3,14.0,1.2505333333333333,1.3767666666666667,0.022,-0.244
19358,0,0,0,1,0,1,0,1,2,0,0,0,2,5,36,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92.5,1.0,0.5324333333333332,1.9486666666666668,-0.498,3.057
19359,0,0,0,1,0,1,0,0,2,0,0,0,2,5,36,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.8,11.0,0.7690166666666666,1.8583666666666667,-1.014,4.042
19360,0,1,0,0,0,1,0,0,1,0,0,0,2,5,36,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75.2,13.0,-0.376325,-0.5553666666666666,-0.429,0.917
19361,0,0,0,1,0,1,0,0,0,0,0,0,2,5,36,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90.4,4.0,1.0083833333333332,1.7795333333333332,-0.736,2.385
19362,0,0,1,0,0,0,0,1,2,0,0,0,1,5,35,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88.7,4.0,-0.07294166666666665,1.405433333333333,-0.524,2.536
19363,0,0,0,1,0,0,0,0,2,0,0,0,1,5,35,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.2,11.0,1.218525,1.3839333333333332,-1.239,2.692
19364,0,0,0,1,0,0,0,0,2,0,0,0,1,5,35,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89.2,14.0,1.3674333333333333,1.6118333333333332,0.917,1.405
19365,0,1,0,0,0,0,0,0,1,0,0,0,1,5,35,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,74.5,2.0,-0.43895,-0.8549333333333331,-0.24,2.867
19366,0,0,0,1,0,0,0,0,0,0,0,0,1,5,35,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90.6,4.0,0.750925,1.9601333333333333,-0.666,2.538
19367,1,0,0,0,0,0,0,0,2,0,0,0,0,5,34,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82.1,14.0,1.3757833333333331,1.0026666666666664,0.282,-0.843
19368,0,0,0,1,0,0,0,0,1,0,0,0,0,5,34,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,90.1,11.0,0.8386,2.1479,-1.296,2.723
19369,0,0,0,1,0,0,0,0,0,0,0,0,0,5,34,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,88.0,5.0,0.6576833333333332,1.8927666666666667,0.153,2.234
19370,1,0,0,0,0,0,0,3,1,0,1,1,2,4,30,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,85.4,6.0,1.2895,1.3294666666666668,0.657,2.443
19371,0,0,0,1,0,0,0,2,1,0,1,1,2,4,30,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,89.6,13.0,-0.0298,1.7265,-1.111,1.556
19372,0,0,0,1,0,0,0,2,0,0,1,1,2,4,30,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,89.4,11.0,0.191475,1.6591333333333331,-0.074,3.568
19373,0,0,0,1,0,0,0,1,0,0,1,1,2,4,30,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.0,11.0,0.8330333333333331,1.6677333333333333,-0.878,4.224
19374,0,0,0,1,0,0,0,0,0,0,1,1,2,4,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.5,14.0,1.26445,1.3825,1.184,1.604
19375,1,0,0,0,0,1,0,1,2,0,1,1,1,4,29,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85.2,13.0,1.491291666666667,0.9109333333333332,-1.099,2.068
19376,0,0,0,1,0,1,0,1,1,0,1,1,1,4,29,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89.4,9.0,1.3048083333333331,1.318,0.528,2.12
19377,0,0,0,1,0,1,0,0,1,0,1,1,1,4,29,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90.1,14.0,1.5246916666666668,1.5717,0.999,1.835
19378,0,0,0,1,0,1,0,0,0,0,1,1,1,4,29,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,88.6,7.0,0.074575,1.2105,-0.456,1.785
19379,0,0,0,1,0,0,0,2,2,0,1,1,0,4,28,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.9,12.0,0.9193166666666666,2.092,0.222,3.703
19380,1,0,0,0,0,0,0,2,2,0,1,1,0,4,28,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,84.2,6.0,1.373,0.7876666666666666,0.447,2.379
19381,1,0,0,0,0,0,0,2,2,0,1,1,0,4,28,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,85.1,5.0,1.276975,1.078633333333333,-0.251,2.114
19382,1,0,0,0,0,0,0,2,2,0,1,1,0,4,28,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,85.0,13.0,1.18095,1.0356333333333332,-0.319,0.7
19383,0,0,0,1,0,0,0,2,1,0,1,1,0,4,28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,89.4,4.0,0.3195083333333333,1.1503,-0.769,2.17
19384,0,0,0,1,0,0,0,1,1,0,1,1,0,4,28,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,12.0,0.775975,1.9271666666666667,1.994,3.254
19385,0,0,0,1,0,0,0,0,1,0,1,1,0,4,28,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.3,11.0,0.5950583333333332,1.7752333333333332,-1.926,2.918
19386,0,0,0,1,0,0,0,0,0,0,1,1,0,4,28,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,92.7,13.0,0.6201083333333332,1.6505333333333332,-1.062,2.061
19387,0,0,0,1,0,1,0,1,1,0,1,0,0,4,27,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,92.4,11.0,0.6034083333333332,1.9329,-0.893,2.845
19388,0,0,0,1,0,1,0,1,0,0,1,0,0,4,27,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87.4,13.0,0.2360083333333333,0.9510666666666664,-0.851,1.64
19389,0,0,0,1,0,1,0,0,0,0,1,0,0,4,27,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,89.6,13.0,0.7105666666666666,1.7021333333333333,-1.047,0.725
19390,1,0,0,0,0,0,0,2,2,0,0,0,0,4,26,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,83.3,1.0,1.4732,0.9138,-0.447,2.846
19391,1,0,0,0,0,0,0,1,2,0,0,0,0,4,26,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85.8,14.0,1.2867166666666667,1.1976,1.613,1.417
19392,0,0,0,1,0,0,0,1,1,0,0,0,0,4,26,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92.5,12.0,0.8038083333333333,2.1866,0.883,2.623
19393,1,0,0,0,0,0,0,1,0,0,0,0,0,4,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,83.2,14.0,1.335425,0.9510666666666664,0.161,1.086
19394,0,0,1,0,0,0,0,0,0,0,0,0,0,4,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.8,13.0,-0.15226666666666666,1.5301333333333331,-0.807,0.945
19395,0,0,0,1,0,0,0,0,2,0,1,0,2,3,22,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,91.6,6.0,1.0069916666666667,1.4298,0.699,2.234
19396,0,0,0,1,0,0,0,0,1,0,1,0,2,3,22,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,93.1,1.0,1.03065,1.7709333333333332,-0.519,3.378
19397,0,0,0,1,0,0,0,0,0,0,1,0,2,3,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,88.6,13.0,0.006383333333333333,1.2520666666666664,-0.932,2.451
19398,0,0,0,1,0,1,0,1,1,0,1,0,2,3,21,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,88.5,4.0,0.2387916666666666,1.4928666666666668,-0.469,2.278
